Reference,Clear ID,Surface,Lemma,Part of Speech,Morph,Gloss,Subject Referents,Subject Referent IDs,Pronominal Referents,Pronominal Referent IDs
MAT 1:2,n40001002002,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Abraham","n40001002001",
MAT 1:2,n40001002007,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Isaac","n40001002005",
MAT 1:2,n40001002012,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Jacob","n40001002010",
MAT 1:3,n40001003003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Judah","n40001003001",
MAT 1:3,n40001003014,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Perez","n40001003012",
MAT 1:3,n40001003019,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Hezron","n40001003017",
MAT 1:4,n40001004003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Ram","n40001004001",
MAT 1:4,n40001004008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Amminadab","n40001004006",
MAT 1:4,n40001004013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Nahshon","n40001004011",
MAT 1:5,n40001005003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Salmon","n40001005001",
MAT 1:5,n40001005011,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Boaz","n40001005009",
MAT 1:5,n40001005019,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Obed","n40001005017",
MAT 1:6,n40001006003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Jesse","n40001006001",
MAT 1:6,n40001006010,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","David","n40001006008",
MAT 1:7,n40001007003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Solomon","n40001007001",
MAT 1:7,n40001007008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Rehoboam","n40001007006",
MAT 1:7,n40001007013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Abijah","n40001007011",
MAT 1:8,n40001008003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Asa","n40001008001",
MAT 1:8,n40001008008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Jehoshaphat","n40001008006",
MAT 1:8,n40001008013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Joram","n40001008011",
MAT 1:9,n40001009003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Uzziah","n40001009001",
MAT 1:9,n40001009008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Jotham","n40001009006",
MAT 1:9,n40001009013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Ahaz","n40001009011",
MAT 1:10,n40001010003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Hezekiah","n40001010001",
MAT 1:10,n40001010008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Manasseh","n40001010006",
MAT 1:10,n40001010013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Amos","n40001010011",
MAT 1:11,n40001011003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Josiah","n40001011001",
MAT 1:12,n40001012007,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Jechoniah","n40001012006",
MAT 1:12,n40001012012,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Shealtiel","n40001012010",
MAT 1:13,n40001013003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Zerubbabel","n40001013001",
MAT 1:13,n40001013008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Abiud","n40001013006",
MAT 1:13,n40001013013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Eliakim","n40001013011",
MAT 1:14,n40001014003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Azor","n40001014001",
MAT 1:14,n40001014008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Zadok","n40001014006",
MAT 1:14,n40001014013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Achim","n40001014011",
MAT 1:15,n40001015003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Eliud","n40001015001",
MAT 1:15,n40001015008,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Eleazar","n40001015006",
MAT 1:15,n40001015013,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Matthan","n40001015011",
MAT 1:16,n40001016003,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Jacob","n40001016001",
MAT 1:16,n40001016011,ἐγεννήθη,γεννάω,verb,V-API-3S,"was born","Jesus","n40001016012",
MAT 1:16,n40001016014,λεγόμενος,λέγω,verb,V-PPP-NSM,"being called","Christ Jesus","n40001016012",
MAT 1:18,n40001018008,ἦν,εἰμί,verb,V-IAI-3S,"came about","of Jesus","n40001018003",
MAT 1:18,n40001018009,μνηστευθείσης,μνηστεύω,verb,V-APP-GSF,"Having been pledged","mother","n40001018011",
MAT 1:18,n40001018018,συνελθεῖν,συνέρχομαι,verb,V-2AAN,"coming together","mother|to Joseph","n40001018011|n40001018015",
MAT 1:18,n40001018020,εὑρέθη,εὑρίσκω,verb,V-API-3S,"she was found","Mary (mother of Jesus, wife of Joseph)","n40001018011",
MAT 1:18,n40001018023,ἔχουσα,ἔχω,verb,V-PAP-NSF,"having","Mary (mother of Jesus, wife of Joseph)","n40001018011",
MAT 1:19,n40001019007,ὢν,εἰμί,verb,V-PAP-NSM,"being","Joseph husband of Mary mother of Jesus","n40001019001",
MAT 1:19,n40001019010,θέλων,θέλω,verb,V-PAP-NSM,"willing","Joseph husband of Mary mother of Jesus","n40001019001",
MAT 1:19,n40001019012,δειγματίσαι,δειγματίζω,verb,V-AAN,"to expose publicly","Joseph husband of Mary mother of Jesus","n40001019001",
MAT 1:19,n40001019013,ἐβουλήθη,βούλομαι,verb,V-AOI-3S,"purposed","Joseph","n40001019001",
MAT 1:19,n40001019015,ἀπολῦσαι,ἀπολύω,verb,V-AAN,"to send away","Joseph husband of Mary mother of Jesus","n40001019001",
MAT 1:20,n40001020004,ἐνθυμηθέντος,ἐνθυμέομαι,verb,V-AOP-GSM,"having pondered","Joseph","n40001019001",
MAT 1:20,n40001020005,ἰδοὺ,ὁράω,verb,V-2AMM-2S,"behold","an angel","n40001020006",
MAT 1:20,n40001020010,ἐφάνη,φαίνω,verb,V-2API-3S,"appeared","an angel","n40001020006",
MAT 1:20,n40001020012,λέγων,λέγω,verb,V-PAP-NSM,"saying","an angel","n40001020006",
