id	filename	tokens	lemmas
1133567	tlg2041.tlg001.opp-grc1	Re 1 Ὅτι οὐδὲν ὄνομα μεῖζον ᾿Ιησοῦ τῶν ἐπὶ τῆς γῆς ὀνομασθέντων γέγονεν, μαρτυρεῖ μὲν τὸ Εὐαγγέλιον ἔνθα» ὁ ἄγγελος« τῇ Μαριὰμ» μὴ φοβοῦ « ἔφη» εὐρες γὰρ χάριν παρὰ τοῦ θεοῖ.	ὅτι2 οὐδείς ὄνομα μέγας  ὁ ἐπί ὁ γῆ  γίγνομαι , μαρτυρέω μέν ὁ  ἔνθα » ὁ ἄγγελος « ὁ  » μή φοβέω  φημί »  γάρ χάρις παρά ὁ  .
1133568	tlg2041.tlg001.opp-grc1	καὶ ἰδοὺ συλλήψῃ ἐν γαστρὶ καὶ τέξῃ υἱόν, καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν.	καί   ἐν γαστήρ καί  υἱός , καί  ὁ ὄνομα αὐτός  .
1133569	tlg2041.tlg001.opp-grc1	οὗτος ἔσται μέγας, καὶ υἱὸς ὑψίστου κληθήσεται«·	οὗτος  μέγας , καί υἱός ὕψιστος  « ·
1133570	tlg2041.tlg001.opp-grc1	δῆλον δέ ἐστιν καὶ ἀπὸ τῆς τοῦ Ζαχαρίου προφητείας, πάλαι περὶ τοῦ ὀνόματος τούτου προφητευσάσης,» ἔδειξεν« γάρ » μοι« φησὶν» κύριος Ἰησοῦν τὸν ἱερέα τὸν μέγαν, ἑστῶτα πρὸ προσώπου ἀγγέλου κυρίου καὶ ὁ διόβολος εἱστήκει ἐκ δεξιῶν αὐτοῦ τοῦ ἀντικεῖσθαι αὐτῷ.	δῆλος δέ εἰμί καί ἀπό ὁ ὁ Ζαχαρίας προφητεία , πάλαι περί ὁ ὄνομα οὗτος προφητεύω , » δείκνυμι « γάρ   « φημί » κύριος2 Ἰησοῦς ὁ  ὁ μέγας , ἵστημι πρό  ἄγγελος  καί ὁ Διόβολος ἵστημι ἐκ δεξιός αὐτός ὁ ἀντίκειμαι αὐτός .
1133571	tlg2041.tlg001.opp-grc1	καὶ εἶπεν κύριος πρὸς τὸν διάβολον·	καί λέγω κύριος2 πρός ὁ  ·
1133572	tlg2041.tlg001.opp-grc1	ἐπιτιμήσαι κύριος ἐν σοὶ ὁ ἐκλεξάμενος τὴν ῾Ιερουσαλήμ«.	ἐπιτιμάω κύριος2 ἐν σύ ὁ  ὁ  « .
1133573	tlg2041.tlg001.opp-grc1	πότε γάρ αὐτῷ ἐπετίμησεν;	πότε γάρ αὐτός ἐπιτιμάω ;
1133574	tlg2041.tlg001.opp-grc1	ὅτε τὸν ἀγαπηθέντα ὑπ’ αὐτοῦ ἄνθρωποντῴ ἑαυτοῦ συνῆψεν λόγῳ.	ὅτε ὁ  ὑπό αὐτός ἄνθρωπος τῴ ἑαυτοῦ συνάπτω λόγος .
1133575	tlg2041.tlg001.opp-grc1	» ὁ ἑκλεξάμενος« φησὶν» τὴν ῾Ιερουσαλήμ«, δηλονότι ταύτην τὴν ἡμετέραν, περὶ ἦς ὁ ἀπόστολος λέγει ἡ δὲ ἡμετέρα·	ὁ  « φημί » ὁ  « , δηλονότι οὗτος ὁ ἡμέτερος , περί  ὁ  λέγω ὁ δέ ἡμέτερος ·
1133576	tlg2041.tlg001.opp-grc1	Ιερουσαλὴμ ἂνω ἐστίν·	εἰμί ·
