id	filename	tokens	lemmas
908216	tlg4102.tlg011.opp-grc1	Τί οὖν ἐροῦμεν·	οὖν ἐρέω ·
908217	tlg4102.tlg011.opp-grc1	ὁ νόμος ἁμαρτία;	ὁ νόμος  ;
908218	tlg4102.tlg011.opp-grc1	μὴ γένοιτο·	μή  ·
908219	tlg4102.tlg011.opp-grc1	ἀλλὰ τὴν ἁμαρτίαν οὐκ ἔγνων, εἰ μὴ διὰ νόμου.	ἀλλά ὁ ἁμαρτία οὐ γιγνώσκω , εἰ μή διά νόμος .
908220	tlg4102.tlg011.opp-grc1	Τοῦ Χρυσοστόμου.	.
908221	tlg4102.tlg011.opp-grc1	Ἀντίθεσιν πάλιν ἀνακύπτουσαν λύει·	πάλιν  λύω ·
908222	tlg4102.tlg011.opp-grc1	ἐπειδὴ γὰρ εἶπεν“ ἐν καινότητι πνεύματος καὶ οὐ παλαιότητι“ γράμματος,” ἐπήγαγε,“ τί οὖν ἐροῦμεν·	ἐπεί γάρ λέγω “ ἐν καινότης πνεῦμα καί οὐ παλαιότης “ γράμμα , ” ἐπάγω , “ τίς οὖν ἐρέω ·
908223	tlg4102.tlg011.opp-grc1	ὁ νόμος ἁμαρτία;	ὁ νόμος  ;
908224	tlg4102.tlg011.opp-grc1	” καὶ γὰρ πρὸς τούτου ἦν εἰρηκὼς, ὅτι τὰ παθήματα τῶν ἁμαρτιῶν“ διὰ τοῦ νόμου ἐνηργεῖτο ἐν τοῖς μέλεσιν ἡμῶν·	” καί γάρ πρός οὗτος εἰμί λέγω , ὅτι2 ὁ πάθημα ὁ  “ διά ὁ νόμος ἐνεργέω ἐν ὁ μέλος  ·
908225	tlg4102.tlg011.opp-grc1	καὶ ἁμαρτία“ ὑμῶν οὐ κυριεύσει·	καί  “ ὑμός οὐ κυριεύω ·
908226	tlg4102.tlg011.opp-grc1	οὐ γὰρ ἐστὲ ὑπὸ νόμον, ἀλλ’ ὑπὸ χάριν·	οὐ γάρ  ὑπό νόμος , ἀλλά ὑπό χάρις ·
908227	tlg4102.tlg011.opp-grc1	” καὶ,“ οὗ γὰρ οὐκ ἔστι νόμος, οὐδὲ παράβασις·	” καί , “ οὗ γάρ οὐ εἰμί νόμος , οὐδέ παράβασις ·
908228	tlg4102.tlg011.opp-grc1	” καὶ,“ ὁ νόμος“ δὲ παρεισῆλθεν, ἵνα πλεονάσῃ τὸ παράπτωμα.	” καί , “ ὁ νόμος “ δέ παρεισέρχομαι , ἵνα πλεονάζω ὁ παράπτωμα .
908229	tlg4102.tlg011.opp-grc1	” καὶ,“ ὁ νόμος“ ὀργὴν κατεργάζεται.	” καί , “ ὁ νόμος “ ὀργή κατεργάζομαι .
908230	tlg4102.tlg011.opp-grc1	” ἐπεὶ οὖν ταῦτα ἅπαντα ἐδόκει διαβολὴν φέρειν τῷ νόμῳ, ὡς διορθούμενος τὴν ἐκ τούτων ὑπόνοιαν, τίθησι τὴν ἀντίθεσιν, καὶ φησὶ, “ μὴ γένοιτο·	”  οὖν οὗτος ἅπας δοκέω διαβολή φέρω τῷ νόμος , ὡς διορθόω ὁ ἐκ οὗτος ὑπόνοια , τίθημι ὁ ἀντίθεσις , καί φημί ,  μή γίγνομαι ·
908231	tlg4102.tlg011.opp-grc1	” πρὸ τῆς κατασκευῆς ἀπηγόρευσε τὸν ἀκροατὴν οἰκειούμενος, καὶ τὸν σκανδαλιζόμενον θεραπεύων·	πρό ὁ κατασκευή ἀπαγορεύω ὁ ἀκροατής οἰκειόω , καί ὁ  θεραπεύω ·
908232	tlg4102.tlg011.opp-grc1	λοιπὸν γὰρ ὁ ἀκούσας καὶ ὑπὲρ τῆς διαθέσεως αὐτοῦ πληροφορηθεὶς, ζητεῖ μετ’ αὐτοῦ τὸ δοκοῦν εἶναι ἄποροι καὶ οὐχ ὑποπτεύει τὸν λέγοντα·	λοιπός γάρ ὁ ἀκούω καί ὑπέρ ὁ διάθεσις αὐτός πληροφορέω , ζητέω μετά αὐτός ὁ δοκέω εἰμί ἄπορος καί οὐ ὑποπτεύω ὁ λέγω ·
908233	tlg4102.tlg011.opp-grc1	διὸ καὶ τὴν ἀντίθεσιν, προσλαβὼν ἐκεῖνον τέθεικεν·	διό καί ὁ ἀντίθεσις , προσλαμβάνω ἐκεῖνος τίθημι ·
908234	tlg4102.tlg011.opp-grc1	οὐ γὰρ εἶπε·	οὐ γάρ λέγω ·
908235	tlg4102.tlg011.opp-grc1	τι οὖν εἴποιμι ἄν;	τι οὖν λέγω ἄν ;
908236	tlg4102.tlg011.opp-grc1	ἀλλὰ“ τί οὖν ἐροῦμεν;	ἀλλά “ τίς οὖν ἐρέω ;
908237	tlg4102.tlg011.opp-grc1	” ὡς βουλῆς καὶ γνώμης προκειμένης·	” ὡς βουλή καί γνώμη  ·
908238	tlg4102.tlg011.opp-grc1	καὶ ἐκκλησίας κοινῆς συγκεκροτημένης·	καί ἐκκλησία κοινός  ·
908239	tlg4102.tlg011.opp-grc1	καὶ οὐ παρ’ αὐτοῦ, ἀλλὰ παρὰ τῆς τῶν εἰρημένων ἀκολουθίας, καὶ τῆς τῶν πραγμάτων ἀληθείας, τῆς ἀντιθέσεως φανείσης.	καί οὐ παρά αὐτός , ἀλλά παρά ὁ ὁ λέγω ἀκολουθία , καί ὁ ὁ πρᾶγμα ἀλήθεια , ὁ ἀντίθεσις φαίνω .
908240	tlg4102.tlg011.opp-grc1	Ὅτι μὲν γὰρ τὸ γράμμα ἀποκτεῖναι δύναται, οὐδεὶς ἀντερεῖ, φησί.	ὅτι2 μέν γάρ ὁ γράμμα ἀποκτείνω δύναμαι , οὐδείς ἀντεράω , φημί .
908241	tlg4102.tlg011.opp-grc1	καὶ ὅτι τὸ πνεῦμα ζωοποιεῖ, καὶ τοῦτο δῆλον.	καί ὅτι2 ὁ πνεῦμα ζωοποιέω , καί οὗτος δῆλος .
908242	tlg4102.tlg011.opp-grc1	καὶ οὐδεὶς ἂν φιλονεικήσειεν.	καί  ἄν  .
908243	tlg4102.tlg011.opp-grc1	εἰ τοίνυν ταῦτα ὡμολογημένα, τί ἃν εἴποιμεν περὶ τοῦ νόμου;	εἰ τοίνυν οὗτος ὁμολογέω , τίς ὅς  περί ὁ νόμος ;
908244	tlg4102.tlg011.opp-grc1	ὅτι ἁμαρτία;	ὅτι2  ;
908245	tlg4102.tlg011.opp-grc1	μὴ γένοιτο·	μή  ·
908246	tlg4102.tlg011.opp-grc1	λῦσον οὐν τὴν άπορίαν.	λύω  ὁ  .
908247	tlg4102.tlg011.opp-grc1	εἶδες πῶς μεθ’ ἑαυτοῦ τὸν ἀντίδικον ἵστησι, καὶ τὸ τοῦ διδάσκοντος ἀξίωμα λαβὼν ἐπὶ τὴν λύσιν ἔρχεται;	ὁράω πῶς μετά ἑαυτοῦ ὁ ἀντίδικος ἵστημι , καί ὁ ὁ διδάσκω ἀξίωμα λαμβάνω ἐπί ὁ λύσις ἔρχομαι ;
908248	tlg4102.tlg011.opp-grc1	τίς οὖν ἡ λύσις;	τις οὖν ὁ λύσις ;
908249	tlg4102.tlg011.opp-grc1	ἁμαρτία μὲν οὐκ ἔστι φησί·	μέν  εἰμί φημί ·
908250	tlg4102.tlg011.opp-grc1	“ τὴν δὲ ἁμαρτίαν οὐκ“ ἔγνων, εἶ’ μὴ διὰ νόμου.	ὁ δέ ἁμαρτία οὐ “ γιγνώσκω , εἶμι ’ μή διά νόμος .
908251	tlg4102.tlg011.opp-grc1	” ὅρα σοφίας ἐπίτασιν.	” ὁράω σοφία ἐπίτασις .
908252	tlg4102.tlg011.opp-grc1	ὅπερ γὰρ οὐκ ἔστιν ὁ νόμος, ἐξ ἀντιθέσεως τέθεικεν, ἵνα ἀναιρῶν τοῦτο, καὶ ταύτῃ χαριζόμενος τῷ Ἰουδαίῳ, πείσῃ τὸ ἔλαττον αὐτὸν καταδέξασθαι.	ὅς γάρ οὐ εἰμί ὁ νόμος , ἐκ ἀντίθεσις τίθημι , ἵνα ἀναιρέω οὗτος , καί οὗτος χαρίζω τῷ  , πάσχω ὁ  αὐτός καταδέχομαι .
908253	tlg4102.tlg011.opp-grc1	τί ἐστι τὸ ἔλαττον;	τι εἰμί ὁ  ;
908254	tlg4102.tlg011.opp-grc1	“ ὅτι τὴν ἁμαρτίαν οὐκ ἔγνων, εἰ μὴ διὰ νόμου.	ὅτι2 ὁ ἁμαρτία οὐ γιγνώσκω , εἰ μή διά νόμος .
