id	filename	tokens	lemmas
1017783	tlg4170.tlg001a.1st1K-grc1	Βίος Πινδάρου.	Πίνδαρος .
1017784	tlg4170.tlg001a.1st1K-grc1	Πίνδαρος ὁ ποιητὴς Θηβαῖος ἦν ἐκ Κυνοκεφάλων·	Πίνδαρος ὁ ποιητής Θηβαῖος εἰμί ἐκ  ·
1017785	tlg4170.tlg001a.1st1K-grc1	κώμη δέ ἐστι Θηβαϊκή·	κώμη δέ εἰμί  ·
1017786	tlg4170.tlg001a.1st1K-grc1	υἱὸς δὲ Δαϊφάντου, κατὰ δ᾿ ἐνίους Παγώνδα.	υἱός δέ  , κατά  ἔνιοι  .
1017787	tlg4170.tlg001a.1st1K-grc1	ἔνιοι δὲ Σκοπελίνου αὐτὸν γενεαλογοῦσι, τινὲς δὲ τὸν Σκοπελῖνον πατρωὸν αὐτοῦ γενέσθαι καὶ αὐλητὴν ὄντα τὴν τέχνην διδάξαι.	ἔνιοι δέ  αὐτός γενεαλογέω ,  δέ ὁ   αὐτός γίγνομαι καί αὐλητής εἰμί ὁ τέχνη διδάσκω .
1017788	tlg4170.tlg001a.1st1K-grc1	μητρὸς δὲ Κλεοδίκης·	μήτηρ δέ  ·
1017789	tlg4170.tlg001a.1st1K-grc1	οἱ δὲ Κληδίκης γράφουσι.	ὁ δέ  γράφω .
1017790	tlg4170.tlg001a.1st1K-grc1	παῖς δὲ ὢν ὁ Πίνδαρος, ὡς Χαμαιλέων καὶ Ἴστρος φασὶ, περὶ τὸν Ἑλικῶνα θηρῶντα αὐτὸν ὑπὸ πολλοῦ καμάτου εἰς ὕπνον κατενεχθῆναι, κοιμωμένου δὲ αὐτοῦ μέλισσαν τῷ στόματι προσκαθίσασαν κηρία ποιῆσαι.	παῖς δέ εἰμί ὁ Πίνδαρος , ὡς χαμαιλέων καί Ἴστρος φημί , περί ὁ Ἑλικών  αὐτός ὑπό πολύς κάματος εἰς ὕπνος καταφέρω , κοιμάω δέ αὐτός μελίζω τῷ στόμα  κηρίον ποιέω .
1017791	tlg4170.tlg001a.1st1K-grc1	οἱ δέ φασιν ὅτι ὄναρ εἶδεν ὡς μέλιτος καὶ κηροῦ πλῆρες εἶναι αὐτοῦ τὸ στόμα, καὶ ἐπὶ ποιητικὴν ἐτράπη.	ὁ δέ φημί ὅτι2 ὄναρ ὁράω ὡς μέλι καί  πλήρης εἰμί αὐτός ὁ στόμα , καί ἐπί ποιητικός τέρπω .
1017792	tlg4170.tlg001a.1st1K-grc1	διδάσκαλον δὲ αὐτοῦ Ἀθήνησιν οἱ μὲν Ἀγαθοκλέα, οἱ δὲ Ἀπολλόδωρον λέγουσιν, ὃν καὶ προϊστάμενον κυκλίων χορῶν ἀποδημοῦντα πιστεῦσαι τὴν διδασκαλίαν τῷ Πινδάρῳ παιδὶ ὄντι, τὸν δὲ εὖ διακοσμήσαντα διαβόητον γενέσθαι.	διδάσκαλος δέ αὐτός Ἀθῆναι ὁ μέν Ἀγαθοκλῆς , ὁ δέ Ἀπολλόδωρος λέγω , ὅς καί προΐστημι κύκλιος χορός ἀποδημέω πιστεύω ὁ διδασκαλία ὁ Πίνδαρος  εἰμί , ὁ δέ εὖ  διαβόητος γίγνομαι .
1017793	tlg4170.tlg001a.1st1K-grc1	ἔρεισμα δὲ τῆς Ἑλλάδος εἰπὼν Ἀθήνας( fr.	ἔρεισμα δέ ὁ Ἑλλάς λέγω Ἀθήνη (  .
1017794	tlg4170.tlg001a.1st1K-grc1	76) ἐζημιώθη ὑπὸ Θηβαίων χιλίαις δραχμαῖς ἃς ἐξέτισαν ὑπὲρ αὐτοῦ Ἀθηναῖοι.	) ζημιόω ὑπό    ὅς ἐκτίνω ὑπέρ αὐτός  .
1017795	tlg4170.tlg001a.1st1K-grc1	ἦν δὲ οὐ μόνον εὐφυὴς ποιητὴς, ἀλλὰ καὶ ἄνθρωπος θεοφιλής.	εἰμί δέ οὐ μόνος εὐφυής ποιητής , ἀλλά καί ἄνθρωπος θεοφιλής .
1017796	tlg4170.tlg001a.1st1K-grc1	ὁ γοῦν Πὰν ὁ θεὸς ὤφθη μεταξὺ τοῦ Κιθαιρῶνος καὶ τοῦ Ἑλικῶνος ᾄδων παιᾶνα Πινδάρου·	ὁ γοῦν Πάν ὁ  ὁράω  ὁ Κιθαιρών καί ὁ Ἑλικών ἀείδω Παιάν Πίνδαρος ·
