id	filename	tokens	lemmas
320742	tlg0096.tlg002.First1K-grc1	1.	.
320743	tlg0096.tlg002.First1K-grc1	Ἀγαθὰ καὶ Κακά.	ἀγαθός καί κακός .
320744	tlg0096.tlg002.First1K-grc1	( F.	(  .
320745	tlg0096.tlg002.First1K-grc1	347.	.
320746	tlg0096.tlg002.First1K-grc1	C.	.
320747	tlg0096.tlg002.First1K-grc1	402.	.
320748	tlg0096.tlg002.First1K-grc1	) Ἀγαθὰ πάντα ὑπὸ τῶν κακῶν ἐδιώχθη, ὡς ἀσθενῆ ὄντα·	) ἀγαθός πᾶς ὑπό ὁ κακός διώκω , ὡς ἀσθενής εἰμί ·
320749	tlg0096.tlg002.First1K-grc1	εἰς οὐρανὸν δὲ ἀνῆλθον.	εἰς οὐρανός δέ ἀνέρχομαι .
320750	tlg0096.tlg002.First1K-grc1	Καὶ τἀγαθὰ ἠρώτησαν τὸν Δία, πῶς εἶναι δεῖ μετὰ ἀνθρώπων.	καί ἀγαθός ἐρωτάω ὁ Ζεύς , πῶς εἰμί δέω μετά ἄνθρωπος .
320751	tlg0096.tlg002.First1K-grc1	Ὁ δὲ εἶπε, μὴ μετʼ ἀλλήλων πάντα, ἓν δὲ καθʼ ἓν τοῖς ἀνθρώποις ἐπέρχεσθαι.	ὁ δέ λέγω , μή μετά ἀλλήλων πᾶς ,  δέ κατά  ὁ ἄνθρωπος ἐπέρχομαι .
320752	tlg0096.tlg002.First1K-grc1	Διὰ τοῦτο τὰ μὲν κακὰ συνεχῆ τοῖς ἀν- θρώποις, ὡς πλησίον ὄντα, ἐπέρχεται, τὰ δὲ ἀγαθὰ βράδιον ἐξ οὐρανοῦ κάτεισι.	διά οὗτος ὁ μέν κακός συνεχής ὁ ἀνά -  , ὡς πλησίος εἰμί , ἐπέρχομαι , ὁ δέ ἀγαθός  ἐκ οὐρανός κάτειμι .
320753	tlg0096.tlg002.First1K-grc1	Ὁ λόγος δηλοῖ, ὅτι ἀγαθῷ μὲν οὐδεὶς ταχέως ἐπι- τυγχάνει, ὑπὸ δὲ τῶν κακῶν ἕκαστος καθʼ ἑκάστην πλήττεται.	λόγος δηλόω , ὅτι2 ἀγαθός μέν  ταχύς  - τυγχάνω , ὑπό δέ ὁ κακός ἕκαστος κατά ἕκαστος  .
320754	tlg0096.tlg002.First1K-grc1	2.	.
320755	tlg0096.tlg002.First1K-grc1	Ἀγαλματοπώλης.	.
320756	tlg0096.tlg002.First1K-grc1	( F.	(  .
320757	tlg0096.tlg002.First1K-grc1	128.	.
320758	tlg0096.tlg002.First1K-grc1	C.	.
320759	tlg0096.tlg002.First1K-grc1	148 etp.	p .
320760	tlg0096.tlg002.First1K-grc1	345.	.
320761	tlg0096.tlg002.First1K-grc1	S.	.
320762	tlg0096.tlg002.First1K-grc1	99.	.
320763	tlg0096.tlg002.First1K-grc1	) Ξύλινόν τις Ἑρμῆν κατασκευάσας, προσενεγκὼν ἐπώλει.	)  τις Ἑρμῆς κατασκευάζω , προσφέρω πωλέω .
320764	tlg0096.tlg002.First1K-grc1	Μηδενὸς δὲ ὠνητοῦ προσιόντος, ἐκκαλέσασθαί τινας βουλόμενος ἐβόα, ὡς ἀγαθοποιὸν δαίμονα καὶ κέρδους τηρητικὸν πιπράσκει.	δέ ὠνητής πρόσειμι2 ,  τις  βοάω , ὡς ἀγαθοποιός δαίμων καί κέρδος  πιπράσκω .
320765	tlg0096.tlg002.First1K-grc1	Τῶν δὲ παρατυχόντων τινὸς εἰπόντος πρὸς αὐτόν·	ὁ δέ παρατυγχάνω  λέγω πρός αὐτός ·
320766	tlg0096.tlg002.First1K-grc1	,, ὦ οὗτος, καὶ τί τοῦτον ὄντα τοιοῦτον πωλεῖς, δέον τῶν παρʼ αὐτοῦ ὠφελειῶν ἀπολαύειν;	, , ὦ οὗτος , καί τι οὗτος εἰμί τοιοῦτος πωλέω , δέω ὁ παρά αὐτός ὠφέλεια ἀπολαύω ;
320767	tlg0096.tlg002.First1K-grc1	ἀπεκρίνατο·	ἀποκρίνω ·
320768	tlg0096.tlg002.First1K-grc1	,, ὅτι ἐγὼ μὲν ταχείας ὠφε- λείας τινὸς ἐπιδέομαι, αὐτὸς δὲ βραδέως εἴωθε τὰ κέρ- δη περιποιεῖν.	, , ὅτι2  μέν ταχύς  - λεῖος  ἐπιδέω , αὐτός δέ βραδύς εἴωθα ὁ  -  περιποιέω .
320769	tlg0096.tlg002.First1K-grc1	Πρὸς ἄνδρα αἰσχροκερδῆ καὶ τὸ θεῖον περιφρο- νοῦντα.	πρός ἀνήρ αἰσχροκερδής καί ὁ θεῖον  -  .
320770	tlg0096.tlg002.First1K-grc1	3.	.
320771	tlg0096.tlg002.First1K-grc1	Ἀγροῖκος καὶ Ὀνάρια.	καί  .
320772	tlg0096.tlg002.First1K-grc1	( F.	(  .
320773	tlg0096.tlg002.First1K-grc1	413.	.
320774	tlg0096.tlg002.First1K-grc1	C.	.
320775	tlg0096.tlg002.First1K-grc1	346.	.
320776	tlg0096.tlg002.First1K-grc1	) Γεωργός τιςἐπʼ ἀγροῦ γεγηρακὼς, ἐπεὶ μηδέποτε εἰσῆλθεν εἰς ἄστυ, παρεκάλει τοὺς οἰκείους τοῦτο θεά- σασθαι.	)  τις ἐπʼ ἀγρός  , ἐπεί μηδέποτε εἰσέρχομαι εἰς ἄστυ , παρακαλέω ὁ οἰκεῖος οὗτος θεά -  .
320777	tlg0096.tlg002.First1K-grc1	Οἱ δὲ ζεύξαντες ὀνάρια καὶ ἐπὶ τῆς ἀπήνης αὐ- τὸν ἀναβιβασάμενοι, μόνον ἐκέλευσαν ἐλαύνειν.	ὁ δέ ζεύγνυμι  καί ἐπί ὁ ἀπήνη  - ὁ  , μόνος κελεύω ἐλαύνω .
320778	tlg0096.tlg002.First1K-grc1	Ὁδεύ- οντι δὲ χειμῶνος καὶ θυέλλης τὸν ἀέρα καταλαβόντων καὶ ζόφου γενομένου, τὰ ὀνάρια τῆς ὁδοῦ πλανηθέντα εἴς τινα κρημνὸν ἐξετόπισαν τὸν πρεσβύτην.	-  δέ χειμών καί θύελλα ὁ ἀήρ  καί ζόφος γίγνομαι , ὁ  ὁ ὁδός πλανάω εἰς  κρημνός  ὁ πρεσβύτης2 .
320779	tlg0096.tlg002.First1K-grc1	Ὁ δὲ μέλ- λων ἤδη κατακρημνίζεσθαι,, ὦ Ζεῦ,“ εἶπε,, τί ποτέ σε ἠδίκησα, ὅτι οὕτω παρὰ λόγον ἀπόλλυμαι, καὶ ταῦτα οὔθ ὐφʼ ἵππων γενναίων οὔθ’ ἡμιόνων ἀγαθῶν, ἀλλ’ ὀναρίων εὐτελεστάτων;	ὁ δέ  -  ἤδη  , , ὦ Ζεύς , “ λέγω , , τι ποτε  ἀδικέω , ὅτι2 οὕτως παρά λόγος ἀπόλλυμι , καί οὗτος   ἵππος γενναῖος  ἡμίονος ἀγαθός , ἀλλά   ;
320780	tlg0096.tlg002.First1K-grc1	“ 4.	“  .
320781	tlg0096.tlg002.First1K-grc1	Ἀετός.	.
320782	tlg0096.tlg002.First1K-grc1	( C.	(  .
320783	tlg0096.tlg002.First1K-grc1	133.	.
320784	tlg0096.tlg002.First1K-grc1	) Ὑπεράνωθεν πέτρας ἀετὸς ἐκαθέζετο, λαγωὸν θη- ρεῦσαι ζητῶν.	)  πέτρα ἀετός  , λαγώς  -  ζητέω .
