id	filename	tokens	lemmas
1168410	tlg0732.tlgX01.opp-grc1	΄Οτι μὲν ὁ περὶ ἀποδείξεως λόγος τέλος ἐστὶ τῆς λογικῆς ἁπάσης πραγματείας, ἤδη φθάσαντες εἴπομεν ἐν οἷς τε περὶ τοῦ ἀπλῶς συλλογισμοῦ διελέγετο ὁ Ἀριστοτέλης καὶ ἐν οἷς τὴν ἀποδεικτικὴν παρεδίδου μέθοδον.	μέν ὁ περί ἀπόδειξις λόγος τέλος εἰμί ὁ λογικός ἅπας πραγματεία , ἤδη φθάνω λέγω ἐν ὅς τε περί ὁ  συλλογισμός διαλέγω ὁ Ἀριστοτέλης καί ἐν ὅς ὁ  παραδίδωμι μέθοδος .
1168411	tlg0732.tlgX01.opp-grc1	ἐπειδὴ γοῦν ἱκανῶς τὰ περὶ ἐκείνης ἡμῖν τῆς μεθόδου ἐζήτηται, ἀκόλουθον ἄν εἴη εἰπεῖν τι καὶ περὶ τῶν Σοφιστικῶν ἐλέγχων, τίς τε ὁ σκοπὸς τῆς παρούσης πραγματείας ἐστί, καὶ διὰ τί τάξιν ἔσχε τὴν τελευταίαν, καὶ ὅτου χάριν Σοφιστικοὶ ἐπιγράφονται ἔλεγχοι·	ἐπεί γοῦν ἱκανός ὁ περί ἐκεῖνος ἐγώ ὁ μέθοδος ζητέω , ἀκόλουθος ἄν εἰμί λέγω τι καί περί ὁ  ἔλεγχος , τις τε ὁ  ὁ πάρειμι πραγματεία εἰμί , καί διά τίς τάξις ἔχω ὁ  , καί ὅστις χάρις    ·
1168412	tlg0732.tlgX01.opp-grc1	ὡς γὰρ ἐν πολλοῖς εἴπομεν, ἔνθα μὴ αὐτόθεν ἐστὶ δήλη ἡ ἐπιγραφὴ τοῦ συγγράμματος, χρὴ καὶ ταύτην σαφηνίζειν.	ὡς γάρ ἐν πολύς λέγω , ἔνθα μή αὐτός εἰμί δῆλος ὁ ἐπιγραφή ὁ σύγγραμμα , χρή καί οὗτος σαφηνίζω .
1168413	tlg0732.tlgX01.opp-grc1	σκοπὸς οὖν ἐστι τῆς παρούσης πραγματείας κατὰ μέν τινας, ὡς ἄν ἡμῖν τὴν μέθοδον παραδῷ δι’ ἧς τοὺς ἐλέγχους συνίστων οἱ σοφισταὶ καὶ τοὺς ἀπείρους τῆς συλλογιστικῆς μεθόδου ἠπάτων·	οὖν εἰμί ὁ πάρειμι πραγματεία κατά μέν τις , ὡς ἄν ἐγώ ὁ μέθοδος  διά ὅς ὁ ἔλεγχος συνιστάω ὁ σοφιστής καί ὁ  ὁ  μέθοδος  ·
1168414	tlg0732.tlgX01.opp-grc1	ἔστι δὲ αὕτη οἱ μέλλοντες παραδοθῆναι παρ’ αὐτοῦ τοῦ Ἀριστοτέλους δεκατρεῖς τρόποι, οἳ καὶ ὥσπερ τινές εἰσι γενικοὶ στοχασμοὶ τῶν σοφισμῶν.	εἰμί δέ οὗτος ὁ μέλλω παραδίδωμι παρά αὐτός ὁ Ἀριστοτέλης  τρόπος , ὁ καί ὥσπερ τις εἰμί   ὁ  .
1168415	tlg0732.tlgX01.opp-grc1	οἱ δὲ τοῦτον εἶναι τὸν σκοπὸν τῆς παρούσης πραγματείας τιθέμενοι καὶ διὰ τοῦτο ἐπιγεγράφθαι Σοφιστικοὺς ἐλέγχους φασίν, ὡς τῆς παρούσης πραγματείας περὶ τοῦ πῶς ἤλεγχον οἱ σοφισταὶ διαλαμβανούσης καὶ περὶ τῆς συστάσεως τῶν σοφισμάτων αὐτῶν, οὐ περὶ τοῦ πῶς ἄν τοῖς σοφισταῖς ἀντιλέγοιμεν.	ὁ δέ οὗτος εἰμί ὁ  ὁ πάρειμι πραγματεία τίθημι καί διά οὗτος ἐπιγράφω  ἔλεγχος φημί , ὡς ὁ πάρειμι πραγματεία περί ὁ πῶς ἐλέγχω ὁ σοφιστής  καί περί ὁ σύστασις ὁ σόφισμα αὐτός , οὐ περί ὁ πῶς ἄν ὁ σοφιστής  .
1168416	tlg0732.tlgX01.opp-grc1	ἄλλοι δὲ οὐ τοῦτον εἶναι τὸν σκοπὸν τοῦ βιβλίου εἰσήγαγον, ἀλλὰ μᾶλλον σκοπὸν ἔχειν τὸν Ἀριστοτέλην εἰπεῖν περὶ τοῦ πῶς ἂν αὐτοὶ μάθοιμεν ἐλέγχειν καὶ ἀντιλέγειν τοῖς πειρωμένοις σοφίζεσθαι ἡμᾶς·	ἄλλος δέ οὐ οὗτος εἰμί ὁ  ὁ βιβλίον εἰσάγω , ἀλλά μᾶλλον  ἔχω ὁ Ἀριστοτέλης λέγω περί ὁ πῶς ἄν αὐτός  ἐλέγχω καί ἀντιλέγω ὁ πειράω σοφίζω ἐγώ ·
1168417	tlg0732.tlgX01.opp-grc1	διὰ τοῦτο γάρ φασιν οὐδὲ Περὶ τῶν σοφιστικῶν συλλογισμῶν ἐπιγέγραπται τὸ βιβλίον ἀλλὰ Σοφιστικοὶ ἔλεγχοι, ὡς μεθόδου παραδιδομένης δι’ ἧς ἄν τοὺς σοφιστὰς ἐλέγχειν δυναίμεθα.	διά οὗτος γάρ φημί οὐδέ περί ὁ σοφιστικός  ἐπιγράφω ὁ βιβλίον ἀλλά   , ὡς μέθοδος  διά ὅς ἄν ὁ σοφιστής ἐλέγχω  .
1168418	tlg0732.tlgX01.opp-grc1	ἐπειδὴ γὰρ τῶν κατηγορικῶν συλλογισμῶν τὸ εἶδος τριττὸν εἶναι δέδειχε καὶ περὶ τῶν δύο, τοῦ τε διαλεκτικοῦ φημι συλλογισμοῦ καὶ τοῦ ἀποδεικτικοῦ, ἀρκούντως ἐν ταῖς αὐτῶν πραγματείαις διέλαβεν, ἐν τῷ παρόντι βιβλίῳ ὥσπερ ἡμῖν ἀλεξητήριον παρέχων φάρμακον εἰς τὸ ἀποφεύγειν τὰς σοφιστικὰς ἐνοχλήσεις περὶ τοῦ σοφιστικοῦ διαλέγεται συλλογισμοῦ, ἐλέγχους παραδιδοὺς μᾶλλον τῶν σοφιστικῶν λόγων, οἷα φιλοτιμούμενος ὡς μάλιστα περὶ τὸ ἀληθές, δι’ οὗ αἱ ἀδρανεῖς ψευδολογίαι καὶ ὁ τῶν δοκούντων ἐνδόξων φενακισμὸς διελέγχεται.	ἐπεί γάρ ὁ  συλλογισμός ὁ εἶδος τρισσός εἰμί  καί περί ὁ γε , ὁ τε διαλεκτικός φημί συλλογισμός καί ὁ ἀποδεικτικός , ἀρκεόντως ἐν ὁ αὐτός πραγματεία διαλαμβάνω , ἐν ὁ πάρειμι  ὥσπερ  ἀλεξητήριος παρέχω φάρμακον εἰς ὁ ἀποφεύγω ὁ   περί ὁ  διαλέγω συλλογισμός ,  παραδίδωμι μᾶλλον ὁ σοφιστικός λόγος , οἷος  ὡς μάλιστα περί ὁ ἀληθής , διά οὗ ὁ ἀδρανής  καί ὁ ὁ δοκέω ἔνδοξος   .
1168419	tlg0732.tlgX01.opp-grc1	ὡς γὰρ οἱ ἰατροὶ οὐ μόνον τὰ πρὸς ὑγείαν συντείνοντα διδάσκονται ἀλλὰ καὶ τὰ δηλητήρια τῶν φαρμάκων ἐπιζητοῦσι τίνα ἐστίν, οὐχ ἵνα τούτοις χρήσωνται, ἀλλ’ ὡς βλαβερὰ ταῦτα φεύγωσι καὶ θανάσιμα, κατὰ τὸν αὐτὸν τρόπον χρὴ πάντως καὶ τοὺς τοῖς ἀληθέσιν ἐγγυμνασθέντας καὶ πεῖραν τῶν ἐνδόξων λαβόντας εἰδέναι καὶ ποῖά εἰσι τὰ φαινόμενα ἔνδοξα.	ὡς γάρ ὁ ἰατρός οὐ μόνος ὁ πρός ὑγίεια συντείνω διδάσκω ἀλλά καί ὁ  ὁ φάρμακον ἐπιζητέω τις εἰμί , οὐ ἵνα οὗτος  , ἀλλά ὡς βλαβερός οὗτος φεύγω καί θανάσιμος , κατά ὁ αὐτός τρόπος χρή πᾶς καί ὁ ὁ   καί πεῖρα ὁ ἔνδοξος λαμβάνω οἶδα καί  εἰμί ὁ φαίνω  .
