id	filename	tokens	lemmas
708249	tlg4102.tlgX01.opp-grc1	ΟΙKΟΥMΕΝΙΟΥ ΕΠΙΣΚΟΠΟΥ ΤΡΙΚΚΗΣ ΘΕΣΣΑΛΙΑΣ ΚΑΙ ΑΡΕΘΑ ΤΟΡ ΚΑΙΣΑΡΕΙΑΣ ΚΑΠΠΑΔΟΚΙΑΣ ΣΥΛΛΟΓΗ ΕΞΗΓΗΣΕΩΝ ΕΚ ΑΓΙΩΝ ΑΝΔΡΩΝ ΕΙΣ THN TOT ΕΥΑΓΓΕΛΙΣΤΟΥ ΑΠΟΚΑΛΥΨΙΝ.	.
708250	tlg4102.tlgX01.opp-grc1	Ἐκ Τῦν Οἰκουμενίωι τῶλ Μακαρίωι Θεσσαλίασ θεοφιλῶσ Πεπονημένων Εἰσ Ἰωάννορ τοῦ Θεολόγορ, Σύνοψισ Σκολικὴ Σύνοψισ Δεουσησ οσον κατα Συνοψιν Χριστὲ ὁ Θεὸσ σύμπραξον Ἠμῖν a.	ἐκ          ὁ  ,         ὁ  συμπράσσω   .
708251	tlg4102.tlgX01.opp-grc1	Οτι καὶ τοῦτο τὸ σύγγραμμα ῥάμμα μύησις, τῆς ἀπὸ τοῦ ἐπὶ τὸ στῆθος ἀνακλἰσεως b τῆς ὑπερθέου σοφίας τοῦ ἠγαπημένου, ἅτε θεοπνεύστου ὃν καὶ ὠφέλιμον ἀναμφιλόγως, κατείληπται·	καί οὗτος ὁ σύγγραμμα ῥάμμα  , ὁ ἀπό ὁ ἐπί ὁ στῆθος   ὁ  σοφία ὁ  , ἅτε  ὅς καί ὠφέλιμος ἀναμφίλογος , καταλαμβάνω ·
708252	tlg4102.tlgX01.opp-grc1	ἀλλ’ οὐ τῶν νόθων, ὥς τινες πλάνῳ συγχροτούμενοι πνεύματι ἐληρώδησαν, εἰ μὴ καὶ γνήσιον, καὶ τοῦ τῆς βροντῆς ἐπάξιον υἱοῦ.	ἀλλά οὐ ὁ  , ὡς τις   πνεῦμα  , εἰ μή καί γνήσιος , καί ὁ ὁ βροντή  υἱός .
708253	tlg4102.tlgX01.opp-grc1	εἴγε πιστέον Ἀθανασίῳ τῷ παμμεγίστῳ, ἐν τῇ ἐκθέσει τῶν κανονιζομένων τῆς παλαιᾶς τε καὶ νέας βιβλίων, τοῖς γνησίοις καὶ τοῦτο ἐγκρίνοντἰ ἀλλὰ καὶ Βασιλείῳ τῷ θείῳ τοῦτο ἐν τῇ περὶ Υἱοῦ συζητήσει συντόμῳ ἔδειξε, καὶ Γρηγορίῳ τῷ θείῳ τὸν λόγον ἐν τῷ συντακτηρίῳ αὐτοῦ λόγῳ·	ὁ  , ἐν ὁ ἔκθεσις ὁ  ὁ παλαιός τε καί ναῦς βιβλίον , ὁ γνήσιος καί οὗτος  ἀλλά καί  τῷ θεῖος2 οὗτος ἐν ὁ περί  συζητέω  δείκνυμι , καί  τῷ θεῖος ὁ λόγος ἐν ὁ  αὐτός λόγος ·
708254	tlg4102.tlgX01.opp-grc1	καὶ Μεθοδίῳ τῷ σοφωτάτῳ Ἐπισκόπῳ Πατάρων ἐν τῷ περὶ ἀναστάσεως·	καί  τῷ σοφός   ἐν ὁ περί ἀνάστασις ·
708255	tlg4102.tlgX01.opp-grc1	Κυρίλλῳ τε τῷ μεγάλῳ, ἐν τοῖς περὶ τῆς ἐν πνεύματ’ προσκυνήσεως καὶ λατρείας αὐτοῦ πόνοις·	τε ὁ μέγας , ἐν ὁ περί ὁ ἐν  προσκύνησις καί λατρεία αὐτός πόνος ·
708256	tlg4102.tlgX01.opp-grc1	πρὸς τούτοις καὶ Ἱππολύτῳ τῷ Ῥώμης προέδρῳ, ἐν τῇ τοῦ εἰς τὸν Δανιὴλ ἑρμηνείᾳ λόγου·	πρός οὗτος καί Ἱππόλυτος τῷ Ῥώμη  , ἐν ὁ ὁ εἰς ὁ  ἑρμηνεία λόγος ·
708257	tlg4102.tlgX01.opp-grc1	καὶ ἄλλοις δὲ πολλοῖς, ἵνα μὴ μακρολόγωμεν, οἷς εἰς νόθον καὶ ἀπόβλητον οὐκ ἔδοξεν ἀπερρῖφθαι, εἰ μὴ γνήσιον κριθῆναι·	καί  δέ πολύς , ἵνα μή  , ὅς εἰς  καί ἀπόβλητος οὐ δοκέω  , εἰ μή γνήσιος κρίνω ·
708258	tlg4102.tlgX01.opp-grc1	οὐκ ἃν τοιούτοις καὶ τοσούτοις ἀκριβασιαῖς τοῦτο δοκοῦν, εἰ μὴ τὸ μέτριον αὐτῷ ᾔδεσαν σπουδαζόμενον·	οὐ  τοιοῦτος καί τοσοῦτος  οὗτος δοκέω , εἰ μή ὁ μέτριος αὐτός οἶδα σπουδάζω ·
708259	tlg4102.tlgX01.opp-grc1	εἰ γὰρ μὴ τοῦτο, μηδὲ τὸ ἔντριτον σπαρτίον κατὰ τὸν Ἐκκλησιάζοντα Σολομῶντα ἄρρηκτον μένον οὐ ταχέως διαρραγήσεται, πολλῷ ἃν τὸ ἑξάπλοκον.	εἰ γάρ μή οὗτος , μηδέ ὁ  σπαρτίον κατά ὁ  Σολομών ἄρρηκτος μένω οὐ ταχύς  , πολύς ὅς ὁ  .
708260	tlg4102.tlgX01.opp-grc1	Διὰ τῆς ἀποκαλύψεως οὖν ταύτης δείκνυσιν ὁ Χριστοῦ μαθητὴς, ὡς καὶ τὸ προφητικὸν καταπλουτεῖ χάρισμα, εἴπερ τῶν ἐνεστώτων καὶ τῶν παρῳχημένων τε καὶ μελλόντων γνῶσιν τὸ μετὰ χεῖρας σύγγραμμα θησαυρίζει·	διά ὁ ἀποκάλυψις οὖν οὗτος δείκνυμι ὁ  μαθητής , ὡς καί ὁ προφητικός  χάρισμα , εἴπερ ὁ ἐνίστημι καί ὁ  τε καί μέλλω γιγνώσκω ὁ μετά χείρ σύγγραμμα θησαυρίζω ·
708261	tlg4102.tlgX01.opp-grc1	ὣν καὶ πᾶσα ἐγκύμων προφητεία, ὃ καὶ τοῖς παρ’ ἡμῖν θυραυλοῦσιν ἐν λόγῳ σοφοῖς.	καί πᾶς  προφητεία , ὅς καί ὁ παρά ἐγώ  ἐν λόγος  .
708262	tlg4102.tlgX01.opp-grc1	ἐπεὶ δέ τινες ηὐθαδίσαντο, ᾗ καὶ προλέλεκται νοθείας ἐγκλήματι τὸ θεοτελὲς τοῦτο χρησμῴδημα ἀχρειοῦν·	ἐπεί δέ τις  , ὅς καί προλέγω  ἔγκλημα ὁ  οὗτος   ·
708263	tlg4102.tlgX01.opp-grc1	παρ’ ὅσον ὁ θεόληπτος οὗτος τοῦ λόγου πατὴρ εἰωθὸς αὐτῷ θεολογία σεμνύνειν τῶν θεοπρεπῶν αὐτοῦ τόκων τὴν ἐκ βαλβίδοςb αὐτῶν, ὡς ἃν εἴποι τις, πρόοδον.	παρά ὅσος ὁ θεόληπτος οὗτος ὁ λόγος πατήρ  αὐτός  σεμνύνω ὁ  αὐτός τόκος ὁ ἐκ  b αὐτός , ὡς ὅς λέγω τις , πρόοδος .
708264	tlg4102.tlgX01.opp-grc1	οὐ νῦν τοῦτο ποιεῖ·	οὐ νῦν οὗτος ποιέω ·
708265	tlg4102.tlgX01.opp-grc1	περὶ δὲ τὸ κἀς ἡμᾶς πρόσλημμα διὰ φιλανθρωπίαν ἄφατον τὴν περὶ ἡμᾶς, τὸ προοίμιον προσευκαιρεῖ.	περί δέ ὁ  ἐγώ  διά φιλανθρωπία ἄφατος ὁ περί  , ὁ   .
708266	tlg4102.tlgX01.opp-grc1	ἀναγκαῖον ἐκεῖνο ἐρεῖν, ὡς ἀδιάφορον εἰδὼς τὸ περὶ τὸ ἓν καὶ τὸ αὐτὸ ὑπάρξαν τῇ ἀπορρήτῳ ἑνώσει τῶν συνελθόντων ὁπωσοῦν ἑκατέρως χρῆσθαι·	ἀναγκαῖον ἐκεῖνος λέγω , ὡς ἀδιάφορος οἶδα ὁ περί ὁ  καί ὁ αὐτός ὑπάρχω ὁ ἀπόρρητος  ὁ   ἑκάτερος χράω2 ·
708267	tlg4102.tlgX01.opp-grc1	εἴτ’ ἀπὸ τῶν θειοτέρων τοῦ Σωτῆρος Χριστοῦ ἀρξάμενον, ἣ ἀπὸ τῶν ἀνθρωποπρεπῶν ἐν τοῖς πρώτοις αὐτοῦ γράμμασιν, ἀπὸ τῶν θεοπρεπεστέρω ἀρξάμενος ἐπὶ τὰ ἀνθρώπινά χωρεῖν οὐκ ἠνήνατο·	ἀπό ὁ  ὁ σωτήρ   , ὁ ἀπό ὁ  ἐν ὁ πρῶτος αὐτός γράμμα , ἀπό ὁ  ἄρχω ἐπί ὁ ἀνθρώπινος χωρέω οὐ ἀναίνομαι ·
708268	tlg4102.tlgX01.opp-grc1	ἀφ’ ὧν φάσκει“ καὶ ὁ Λόγος“ σὰρξ ἐγένετο, ἐν τῷ μετὰ χεῖρας αὖθις συγγράμματι ἀπὸ τῶν ἀνθρωποπρεπῶν ἀρξάμενος, ὡς ἃν μὴ δόξαι ἀπὸ τῶν θειοτέρων μόνων αὐτὸν γινώσκειν, οὐ μέντοι καὶ ἀπὸ τῶν ἀνθρωπίνων οὐκ ἠνέσχετο τοῖς ἀνθρωποπρέπεσιν ἐπαναπαῦσαι τὸν λόγον, ἀλλὰ κἂν τούτοις τὰ θεοπρεπέστερα προσνέμεινc οὐ κατοκνεῖ.	ἀπό ὅς φάσκω “ καί ὁ λόγος “  γίγνομαι , ἐν ὁ μετά χείρ αὖθις σύγγραμμα ἀπό ὁ  ἄρχω , ὡς  μή δοκέω ἀπό ὁ   αὐτός γιγνώσκω , οὐ  καί ἀπό ὁ ἀνθρώπινος  ἀνέχω ὁ   ὁ λόγος , ἀλλά  οὗτος ὁ  προσνέμω c οὐ  .
708269	tlg4102.tlgX01.opp-grc1	δι’ ὧν καὶ τῷ ἀνθρωπίῳd τοῦ Κυρίου τὰ ὑπὲρ ἄνθρωπον ἐνθεωρεῖσθαι βούλεται·	διά ὅς καί τῷ  d ὁ κύριος2 ὁ ὑπέρ ἄνθρωπος  βούλομαι ·
708270	tlg4102.tlgX01.opp-grc1	ὃ καὶ Παύλῳ τῷ θείῳ σκοπὸς ἐν τῇ πρὸς Κολοσσαεῖς e“ ἐν αὐτῷ,” περὶ τοῦ Χριστοῦ φάσκοντι,“ ἐκτίσθη τὰ πάντα,“ τάτεf ἐν οὐρανῷ καὶ τὰ ἐπὶ γῆς·	ὅς καί Παῦλος τῷ θεῖος  ἐν ὁ πρός   “ ἐν αὐτός , ” περί ὁ Χριστός φάσκω , “ ἐκτίνω ὁ πᾶς , “  f ἐν οὐρανός καί ὁ ἐπί γῆ ·
708271	tlg4102.tlgX01.opp-grc1	πάντα δι’ αὐτοῦ ἔκτισται,“ καὶ αὐτός ἐστι πρὸ πάντων·	πᾶς διά αὐτός κτίζω , “ καί αὐτός εἰμί πρό πᾶς ·
708272	tlg4102.tlgX01.opp-grc1	καὶ τὰ πάντα ἐν αὐτῷ συνέστηκεν·	καί ὁ πᾶς ἐν αὐτός συνίστημι ·
708273	tlg4102.tlgX01.opp-grc1	“ καὶ αὐτός ἐστιν ἡ κεφαλὴ τοῦ σώματος τῆς Ἐκκλησίας·	“ καί αὐτός εἰμί ὁ κεφαλή ὁ σῶμα ὁ  ·
708274	tlg4102.tlgX01.opp-grc1	ὅς ἐστιν ἀπάρχη πρωτότοκος ἐκ τῶν νεκρὼν, ἴνα γένηται ἐν πᾶσιν αὐτὸς πρωτεύων.	ὅς εἰμί   ἐκ ὁ  ,  γίγνομαι ἐν πᾶς αὐτός πρωτεύω .
708275	tlg4102.tlgX01.opp-grc1	ἡ προσληφθεῖσα γὰρ αὐτῷ g σὰρξ ἐψυχωμένη νοερῶς, ἵν ἐκ δύο φύσεων ἀσυγχύτως νοοῖτο ὁ Ἐμμανουὴλ, συνημμένων θεότητι καὶ ἀνθρωπότητι, τελείως ἐχούσης ἑκατέρας κατὰ τὸν οἰκεῖον λόγον, καὶ τὴν κατὰ ποιότητα φυσικὴν ἰδιότητα καὶ διαφοράνi.	ὁ  γάρ αὐτός  σάρξ  νοερός ,  ἐκ γε φύσις ἀσύγχυτος  ὁ  ,   καί  , τέλειος ἔχω ἑκάτερος κατά ὁ οἰκεῖος λόγος , καί ὁ κατά ποιότης  ἰδιότης καί διαφορά i .
708276	tlg4102.tlgX01.opp-grc1	οὐ συγχυθέντωνk οὐκ ἀλλοιωθέντων τῶν συνδεδραμηκότων, οὐδ’ αὖ διαιρουμένωνl τῇ ὁλοκληρίᾳ τῶν φύσεων μετὰ τὴν ἄφραστον ἕνωσιν.	οὐ συγχέω k οὐ  ὁ συντρέχω , οὐδέ αὖ διαιρέω l ὁ  ὁ φύσις μετά ὁ ἄφραστος ἕνωσις .
