id	filename	tokens	lemmas
428881	tlg0033.tlg002.perseus-grc2	πψτηιαν 1 ΙΕΡΩΝΙ ΑΙΤΝΑΙΩι ΑΡΜΑΤΙ xml:	:
428882	tlg0033.tlg002.perseus-grc2	lang=" en" χρυσέα φόρμιγξ, Ἀπόλλωνος καὶ ἰοπλοκάμων σύνδικον Μοισᾶν κτέανον·	"  "  φόρμιγξ , Ἀπόλλων καί     ·
428883	tlg0033.tlg002.perseus-grc2	τᾶς ἀκούει μὲν βάσις, ἀγλαΐας ἀρχά, πείθονται δʼ ἀοιδοὶ σάμασιν, ἁγησιχόρων ὁπόταν προοιμίων ἀμβολὰς τεύχῃς ἐλελιζομένα.	ἀκούω μέν βάσις ,  ἀρχή , πείθω δέ ἀοιδός σῆμα , ἁγησίχορος   ἀμβολή  ἐλελίζω .
428884	tlg0033.tlg002.perseus-grc2	καὶ τὸν αἰχματὰν κεραυνὸν σβεννύεις ἀενάου πυρός.	καί ὁ  κεραυνός σβέννυμι ἀέναος πῦρ .
428885	tlg0033.tlg002.perseus-grc2	εὕδει δʼ ἀνὰ σκάπτῳ Διὸς αἰετός, ὠκεῖαν πτέρυγʼ ἀμφοτέρωθεν χαλάξαις, ἀρχὸς οἰωνῶν, κελαινῶπιν δʼ ἐπί οἱ νεφέλαν ἀγκύλῳ κρατί, γλεφάρων ἁδὺ κλαΐστρον, κατέχευας·	εὕδω δέ ἀνά  Ζεύς ἀετός , ὠκύς πτέρυξ ἀμφότερος  , ἀρχός οἰωνός , κελαινώπας δέ ἐπί ὁ νεφέλη  κράς , βλέφαρον ἡδύς κλάιστρον , καταχέω ·
428886	tlg0033.tlg002.perseus-grc2	ὁ δὲ κνώσσων ὑγρὸν νῶτον αἰωρεῖ, τεαῖς ῥιπαῖσι κατασχόμενος.	ὁ δέ κνώσσω ὑγρός νῶτος αἰωρέω , τεός ῥιπή κατέχω .
428887	tlg0033.tlg002.perseus-grc2	καὶ γὰρ βιατὰς Ἄρης, τραχεῖαν ἄνευθε λιπὼν ἐγχέων ἀκμάν, ἰαίνει καρδίαν κώματι, κῆλα δὲ καὶ δαιμόνων θέλγει φρένας, ἀμφί τε Λατοίδα σοφίᾳ βαθυκόλπων τε Μοισᾶν.	καί γάρ βιατης Ἄρης , τραχύς ἄνευθε λείπω ἐγχέω ἀκμή , ἰαίνω καρδία κῶμα , κῆλον δέ καί δαίμων θέλγω φρήν , ἀμφί τε  σοφία βαθύκολπος τε Μοῦσα .
428888	tlg0033.tlg002.perseus-grc2	ὅσσα δὲ μὴ πεφίληκε Ζεύς, ἀτύζονται βοὰν Πιερίδων ἀΐοντα, γᾶν τε καὶ πόντον κατʼ ἀμαιμάκετον, ὅς τʼ ἐν αἰνᾷ Ταρτάρῳ κεῖται, θεῶν πολέμιος, Τυφὼς ἑκατοντακάρανος·	ὅσος δέ μή φιλέω Ζεύς , ἀτύζω βοή Πιερίδες ἀΐω , γῆ τε καί πόντος  ἀμαιμάκετος , ὅς  ἐν αἴνη Τάρταρος κεῖμαι , θεός πολέμιος , Τυφώς  ·
428889	tlg0033.tlg002.perseus-grc2	τόν ποτε Κιλίκιον θρέψεν πολυώνυμον ἄντρον·	ὁ ποτε  τρέφω πολυώνυμος ἄντρον ·
428890	tlg0033.tlg002.perseus-grc2	νῦν γε μὰν ταί θʼ ὑπὲρ Κύμας ἁλιερκέες ὄχθαι Σικελία τʼ αὐτοῦ πιέζει στέρνα λαχνάεντα·	νῦν γε μήν ὁ τε ὑπέρ Κύμη ἁλιερκής  Σικελία  αὐτός πιέζω στέρνον λαχνήεις ·
