id	filename	tokens	lemmas
318481	tlg0059.tlg037.First1K-grc1	ΟΡΟΙ Ἀίδιον τὸ κατὰ πάντα χρόνον καὶ πρότερον ὂν καὶ νῦν μὴ ἐφθαρμένον.	ὁ κατά πᾶς χρόνος καί πρότερος εἰμί καί νῦν μή φθείρω .
318482	tlg0059.tlg037.First1K-grc1	Θεὸς ζῷον ἀθάνατον, αὔταρκες πρὸς εὐδαιμονίαν·	ἀθάνατος ,  πρός εὐδαιμονία ·
318483	tlg0059.tlg037.First1K-grc1	οὐσία ἀίδιος, τῆς τἀγαθοῦ φύσεως αἰτία.	ἀΐδιος , ὁ  φύσις αἰτία .
318484	tlg0059.tlg037.First1K-grc1	Γένεσις κίνησις εἰς οὐσίαν·	κίνησις εἰς οὐσία ·
318485	tlg0059.tlg037.First1K-grc1	μετάληψις οὐσίας·	μετάληψις οὐσία ·
318486	tlg0059.tlg037.First1K-grc1	πόρευσις εἰς τὸ εἶναι.	εἰς ὁ εἰμί .
318487	tlg0059.tlg037.First1K-grc1	Ἥλιος πῦρ οὐράνιον·	ἥλιος πῦρ οὐράνιος ·
318488	tlg0059.tlg037.First1K-grc1	ὃ μόνον ἀπʼ ἠοῦς μέχρι δείλης τοῖς αὐτοῖς ἔστιν ὁραθῆναι ἄστρον ἡμεροφανές·	ὅς μόνος ἀπό ἠώς μέχρι δειλός ὁ αὐτός εἰμί ὁράω ἄστρον  ·
318489	tlg0059.tlg037.First1K-grc1	ζῷον ἀίδιον ἔμψυχον τὸ μέγιστον.	ζῷον ἀΐδιος ἔμψυχος ὁ μέγας .
318490	tlg0059.tlg037.First1K-grc1	Χρόνος ἡλίου κίνησις, μέτρον φορᾶς.	ἥλιος κίνησις , μέτρον φορά .
318491	tlg0059.tlg037.First1K-grc1	Ἡμέρα ἡλίου πορεία ἀπʼ ἀνατολῶν ἐπὶ δυσμάς·	ἡμέρα ἥλιος πορεία   ἐπί δυσμή ·
318492	tlg0059.tlg037.First1K-grc1	φῶς τοὐναντίον νυκτί.	φάος ἐναντίος νύξ .
318493	tlg0059.tlg037.First1K-grc1	Ἕως ἡμέρας ἀρχή·	ἥμερος ἀρχή ·
318494	tlg0059.tlg037.First1K-grc1	τὸ πρῶτον φῶς ἀπὸ τοῦ ἡλίου.	ὁ πρῶτος φάος ἀπό ὁ ἥλιος .
318495	tlg0059.tlg037.First1K-grc1	Μεσημβρία χρόνος ἐν ᾧ τῶν σωμάτων αἱ σκιαὶ ἐλαχίστου μήκους κοινωνοῦσιν.	χρόνος ἐν ὅς ὁ σῶμα ὁ σκιά ἐλάχιστος  κοινωνέω .
318496	tlg0059.tlg037.First1K-grc1	Δείλη ἡμέρας τελευτή.	ἡμέρα τελευτή .
318497	tlg0059.tlg037.First1K-grc1	Νὺξ σκότος τοὐναντίον ἡμέρᾳ·	νύξ σκότος ἐναντίον ἡμέρα ·
318498	tlg0059.tlg037.First1K-grc1	ἡλίου στέρησις.	ἥλιος στέρησις .
318499	tlg0059.tlg037.First1K-grc1	Τύχη φορὰ ἐξ ἀδήλου εἰς ἄδηλον, καὶ ἡ ἐκ τοῦ αὐτομάτου αἰτία δαιμονίας πράξεως.	τύχη φορά ἐκ ἀδηλόω εἰς ἄδηλος , καί ὁ ἐκ ὁ αὐτόματος αἰτία  πρᾶξις .
318500	tlg0059.tlg037.First1K-grc1	Γῆρας φθίσις ἐμψύχου ὑπὸ χρόνου γιγνομένη.	φθίσις ἔμψυχος ὑπό χρόνος  .
318501	tlg0059.tlg037.First1K-grc1	Πνεῦμα κίνησις ἀέρος περὶ τὴν γῆν.	κίνησις ἀήρ περί ὁ γῆ .
318502	tlg0059.tlg037.First1K-grc1	Ἀὴρ στοιχεῖον οὖ πᾶσαι αἱ κατὰ τόπον κινήσεις κατὰ φύσιν εἰσίν.	στοιχεῖον οὐ πᾶς ὁ κατά τόπος κινέω κατά φύσις εἰμί .
318503	tlg0059.tlg037.First1K-grc1	Οὐρανὸς σῶμα περιέχον πάντα τὰ αἰσθητὰ πλὴν αὐτοῦ τοῦ ἀνωτάτου ἀέρος.	οὐρανός σῶμα  πᾶς ὁ αἰσθητός πλήν αὐτός ὁ ἀνώτατος ἀήρ .
318504	tlg0059.tlg037.First1K-grc1	Ψυχὴ τὸ αὑτὸ κινοῦν·	Ψυχή ὁ ἑαυτοῦ  ·
318505	tlg0059.tlg037.First1K-grc1	αἰτία κινήσεως ζωτικῆς ζῷων.	αἰτία κίνησις ζωτικός  .
318506	tlg0059.tlg037.First1K-grc1	Δύναμις τὸ καθʼ αὑτὸ ποιητικόν.	δύναμις ὁ  ἑαυτοῦ ποιητικός .
318507	tlg0059.tlg037.First1K-grc1	Ὄψις ἕξις διακριτικὴ σωμάτων.	ἕξις  σῶμα .
318508	tlg0059.tlg037.First1K-grc1	Ὀστοῦν μυελὸς ὑπὸ θερμοῦ παγείς.	μυελός ὑπό θέρμος πάσσω .
318509	tlg0059.tlg037.First1K-grc1	Στοιχεῖον τὸ συνάγον καὶ διαλύον τὰ σύνθετα.	ὁ  καί  ὁ σύνθετος .
318510	tlg0059.tlg037.First1K-grc1	Ἀρετὴ διάθεσις ἡ βελτίστη·	Ἀρετή διάθεσις ὁ βέλτιστος ·
318511	tlg0059.tlg037.First1K-grc1	ἕξις θνητοῦ ζῴου καθʼ αὑτὴν ἐπαινετή·	ἕξις θνητός  κατά   ·
318512	tlg0059.tlg037.First1K-grc1	ἕξις καθʼ ἣν τὸ ἔχον ἀγαθὸν λέγεται·	ἕξις καθά ὅς ὁ ἔχω ἀγαθός λέγω ·
318513	tlg0059.tlg037.First1K-grc1	κοινωνία νόμων δικαία·	νόμος δίκαιος ·
318514	tlg0059.tlg037.First1K-grc1	διάθεσις, καθʼ ἣν τὸ ἔχον διακείμενον τελείως σπουδαῖον λέγεται·	διάθεσις , καθά ὅς ὁ ἔχω  τέλειος  λέγω ·
318515	tlg0059.tlg037.First1K-grc1	ἕξις ποιητικὴ εὐνομίας.	ἕξις ποιητικός εὐνομία .
318516	tlg0059.tlg037.First1K-grc1	Φρόνησις δύναμις ποιητικὴ καθʼ αὑτὴν τῆς ἀνθρώπου εὐδαιμονίας·	δύναμις ποιητικός   ὁ  εὐδαιμονία ·
318517	tlg0059.tlg037.First1K-grc1	ἐπιστήμη ἀγαθῶν καὶ κακῶν·	ἐπιστήμη ἀγαθός καί κακός ·
318518	tlg0059.tlg037.First1K-grc1	διάθεσις καθʼ ἣν κρίνομεν τί πρακτέον καὶ τί οὐ πρακτέον.	διάθεσις  ὅς κρίνω τι πράσσω καί τι οὐ πράσσω .
318519	tlg0059.tlg037.First1K-grc1	Δικαιοσύνη ὁμόνοια τῆς ψυχῆς πρὸς αὑτήν, καὶ εὐταξία τῶν τῆς ψυχῆς μερῶν πρὸς ἄλληλά τε καὶ περὶ ἄλληλα·	ὁμόνοια ὁ ψυχή πρός ἑαυτοῦ , καί εὐταξία ὁ ὁ ψυχή μέρος πρός  τε καί περί ἀλλήλων ·
318520	tlg0059.tlg037.First1K-grc1	ἕξις διανεμητικὴ τοῦ κατʼ ἀξίαν ἑκάστῳ·	ἕξις διανεμητικός ὁ κατά ἄξιος ἕκαστος ·
318521	tlg0059.tlg037.First1K-grc1	ἕξις καθʼ ἣν ὁ ἔχων προαιρετικός ἐστιν τῶν φαινομένων αὐτῷ δικαίων·	ἕξις καθά ὅς ὁ ἔχω προαιρετικός εἰμί ὁ φαίνω αὐτός δίκαιος ·
318522	tlg0059.tlg037.First1K-grc1	ἕξις ἐν βίῳ νόμου ὑπήκοος·	ἕξις ἐν βίος νόμος ὑπήκοος ·
318523	tlg0059.tlg037.First1K-grc1	ἰσότης κοινωνική·	ἰσότης κοινωνικός ·
318524	tlg0059.tlg037.First1K-grc1	ἕξις ὑπηρετικὴ νόμων.	ἕξις ὑπηρετικός νόμος .
318525	tlg0059.tlg037.First1K-grc1	Σωφροσύνη μετριότης τῆς ψυχῆς περὶ τὰς ἐν αὐτῇ κατὰ φύσιν γιγνομένας ἐπιθυμίας τε καὶ ἡδονάς·	μετριότης ὁ ψυχή περί ὁ ἐν αὐτός κατά φύσις  ἐπιθυμία τε καί ἡδονή ·
318526	tlg0059.tlg037.First1K-grc1	εὐαρμοστία καὶ εὐταξία ψυχῆς πρὸς τὰς κατὰ φύσιν ἡδονὰς καὶ λύπας·	εὐαρμοστία καί εὐταξία ψυχή πρός ὁ κατά φύσις ἡδονή καί λύπη ·
318527	tlg0059.tlg037.First1K-grc1	συμφωνία ψυχῆς πρὸς τὸ ἄρχειν καὶ ἄρχεσθαι·	συμφωνία ψυχή πρός ὁ ἄρχω καί ἄρχω ·
318528	tlg0059.tlg037.First1K-grc1	αὐτοπραγία κατὰ φύσιν·	κατά φύσις ·
318529	tlg0059.tlg037.First1K-grc1	εὐταξία ψυχῆς·	εὐταξία ψυχή ·
318530	tlg0059.tlg037.First1K-grc1	λογιστικὴ ὁμιλία ψυχῆς περὶ καλῶν καὶ αἰσχρῶν·	λογιστικός ὁμιλία ψυχή περί καλός καί αἰσχρός ·
318531	tlg0059.tlg037.First1K-grc1	ἕξις καθʼ ἣν ὁ ἔχων αἱρετικός ἐστι καὶ εὐλαβητικὸς ὧν χρή.	ἕξις καθά ὅς ὁ ἔχω αἱρετικός εἰμί καί  ὅς χρή .
318532	tlg0059.tlg037.First1K-grc1	Ἀνδρεία ἕξις ψυχῆς ἀκίνητος ὑπὸ φόβου·	ἕξις ψυχή ἀκίνητος ὑπό φόβος ·
318533	tlg0059.tlg037.First1K-grc1	θάρσος πολε- μικόν·	θάρσος  -  ·
318534	tlg0059.tlg037.First1K-grc1	ἐπιστήμη τῶν κατὰ πόλεμον πραγμάτων·	ἐπιστήμη ὁ κατά πόλεμος πρᾶγμα ·
318535	tlg0059.tlg037.First1K-grc1	ἐγκράτεια ψυχῆς πρὸς τὰ φοβερὰ καὶ δεινά·	ἐγκράτεια ψυχή πρός ὁ φοβερός καί δεινός ·
318536	tlg0059.tlg037.First1K-grc1	τόλμα ὑπηρετικὴ φρονή- σεως·	τόλμα ὑπηρετικός  -  ·
318537	tlg0059.tlg037.First1K-grc1	εὐθαρσία ἐπὶ θανάτου προσδοκίᾳ·	ἐπί θάνατος προσδοκία ·
318538	tlg0059.tlg037.First1K-grc1	ἕξις διαφυλακτικὴ λογισμῶν ὀρθῶν ἐν κινδύνοις·	ἕξις  λογισμός ὀρθός ἐν κίνδυνος ·
318539	tlg0059.tlg037.First1K-grc1	ῥώμη πρὸς κίνδυνον ἀντίρροπος·	ῥώμη πρός κίνδυνος ἀντίρροπος ·
318540	tlg0059.tlg037.First1K-grc1	ῥώμη καρτερικὴ πρὸς ἀρετήν·	ῥώμη  πρός ἀρετή ·
318541	tlg0059.tlg037.First1K-grc1	ἠρεμία ψυχῆς περὶ τὰ δεινὰ καὶ θαρσαλέα κατὰ τὸν ὀρθὸν λόγον φαινόμενα·	ἠρεμία ψυχή περί ὁ δεινός καί θαρσαλέος κατά ὁ ὀρθός λόγος φαίνω ·
318542	tlg0059.tlg037.First1K-grc1	σωτηρία δογμάτων ἀδήλων περὶ τὰ δεινὰ καὶ ἐμπειρία πολέμου·	σωτηρία δόγμα ἄδηλος περί ὁ δεινός καί  πόλεμος ·
318543	tlg0059.tlg037.First1K-grc1	ἕξις ἐμμενητικὴ νόμου.	ἕξις  νόμος .
318544	tlg0059.tlg037.First1K-grc1	Ἐγκράτεια δύναμις ὑπομενητικὴ λύπης·	δύναμις  λύπη ·
318545	tlg0059.tlg037.First1K-grc1	ἀκολούθησις τῷ ὀρθῷ λογισμῷ·	ἀκολούθησις τῷ ὀρθός λογισμός ·
318546	tlg0059.tlg037.First1K-grc1	δύναμις ἀνυπέρβλητος τοῦ ὑποληφθέντος ὀρθῷ λογισμῷ.	δύναμις ἀνυπέρβλητος ὁ  ὀρθός λογισμός .
318547	tlg0059.tlg037.First1K-grc1	Αὐτάρκεια τελειότης κτήσεως ἀγαθῶν·	τελειότης κτῆσις ἀγαθός ·
318548	tlg0059.tlg037.First1K-grc1	ἕξις καθʼ ἣν οἱ ἔχοντες αὐτοὶ αὑτῶν ἄρχουσιν.	ἕξις καθά ὅς ὁ ἔχω αὐτός ἑαυτοῦ ἄρχω .
318549	tlg0059.tlg037.First1K-grc1	Ἐπιείκεια δικαίων καὶ συμφερόντων ἐλάττωσις·	δίκαιος καί συμφέρω  ·
318550	tlg0059.tlg037.First1K-grc1	μετριότης ἐν συμβολαίοις·	μετριότης ἐν συμβόλαιος ·
318551	tlg0059.tlg037.First1K-grc1	εὐταξία ψυχῆς λογιστικῆς πρὸς τὰ καλὰ καὶ αἰσχρά.	εὐταξία ψυχή λογιστικός πρός ὁ καλός καί αἰσχρός .
318552	tlg0059.tlg037.First1K-grc1	Καρτερία ὑπομονὴ λύπης ἕνεκα τοῦ καλοῦ·	ὑπομονή λύπη ἕνεκα ὁ καλός ·
318553	tlg0059.tlg037.First1K-grc1	ὑπομονὴ πόνων ἕνεκα τοῦ καλοῦ.	πόνος ἕνεκα ὁ καλός .
318554	tlg0059.tlg037.First1K-grc1	Θάρσος ἀπροσδοκία κακοῦ·	θάρσος  κακός ·
318555	tlg0059.tlg037.First1K-grc1	ἀνεκπληξία διὰ κακοῦ παρου- σίαν.	διά κακός  -  .
318556	tlg0059.tlg037.First1K-grc1	Ἀλυπία ἕξις καθʼ ἣν ἀνέμπτωτοί ἐσμεν εἰς λύπας.	ἕξις  ὅς  εἰμί εἰς λύπη .
318557	tlg0059.tlg037.First1K-grc1	Φιλοπονία ἕξις ἀποτελεστικὴ οὗ ἂν προέληται·	ἕξις  οὗ ἐάν  ·
318558	tlg0059.tlg037.First1K-grc1	καρτερία ἑκούσιος·	ἑκούσιος ·
318559	tlg0059.tlg037.First1K-grc1	ἕξις ἀδιάβλητος πρὸς πόνον.	ἕξις ἀδιάβλητος πρός πόνος .
318560	tlg0059.tlg037.First1K-grc1	Αἰδὼς τολμήσεως ὑποχώρησις ἑκουσία δικαίως καὶ πρὸς τὸ βέλτιστον φανέν·	αἰδώς  ὑποχώρησις ἑκούσιος δίκαιος καί πρός ὁ βέλτιστος φαίνω ·
