id	filename	tokens	lemmas
1072903	tlg0591.1st1K001.1st1K-grc1	Ἐβουλόμην ἂν τοὺς αὐτοὺς ἡμῖν δικάζειν οἵπερ καὶ ἐν τοῖς πράγμασι παρῆσαν·	ἄν ὁ αὐτός ἐγώ δικάζω οἷπερ καί ἐν ὁ πρᾶγμα πάρειμι ·
1072904	tlg0591.1st1K001.1st1K-grc1	οἶδα γὰρ ὅτι ἐμὲ μὲν ἔδει σιωπᾶν, τούτῳ δ᾿ οὐδὲν ἂν ἦν πλέον λέγοντι·	οἶδα γάρ ὅτι2  μέν δέω σιωπάω , οὗτος  οὐδείς ἐάν εἰμί πλέως λέγω ·
1072905	tlg0591.1st1K001.1st1K-grc1	νῦν δὲ οἱ μὲν παραγενόμενοι τοῖς ἔργοις αὐτοῖς ἄπεισιν, ὑμεῖς δὲ οἱ οὐδὲν εἰδότες δικάζετε.	νῦν δέ ὁ μέν  ὁ ἔργον αὐτός ἄπειμι2 ,  δέ ὁ οὐδείς οἶδα δικάζω .
1072906	tlg0591.1st1K001.1st1K-grc1	καίτοι ποία τις ἂν δίκη δικαστῶν μὴ εἰδότων γένοιτο, καὶ ταῦτα διὰ λόγων;	ποιός τις ἐάν δίκη δικαστής μή οἶδα γίγνομαι , καί οὗτος διά λόγος ;
1072907	tlg0591.1st1K001.1st1K-grc1	τὸ δὲ πρᾶγμα ἐγίγνετο ἔργῳ.	ὁ δέ πρᾶγμα γίγνομαι ἔργον .
1072908	tlg0591.1st1K001.1st1K-grc1	Τὸ μὲν οὖν σῶμα τοῦ Ἀχιλλέως ἐκόμισα ἐγὼ φέρων, τὰ δὲ ὅπλα ὅδε, ἐπιστάμενος ὅτι οὐ τῶν ὅπλων μᾶλλον ἐπεθύμουν οἱ Τρῶες ἀλλὰ τοῦ νεκροῦ κρατῆσαι.	μέν οὖν σῶμα ὁ Ἀχιλλεύς κομίζω  φέρω , ὁ δέ ὅπλον ὅδε , ἐφίστημι ὅτι2 οὐ ὁ ὅπλον μᾶλλον ἐπιθυμέω ὁ Τρώς ἀλλά ὁ νεκρός κρατέω .
1072909	tlg0591.1st1K001.1st1K-grc1	τοῦ μὲν γὰρ εἰ ἐκράτησαν, ᾐκίσαντό τε ἂν τὸ σῶμα καὶ τὰ λύτρα τοῦ Ἕκτορος ἐκομίσαντο·	ὁ μέν γάρ εἰ κρατέω ,  τε ἄν ὁ σῶμα καί ὁ λύτρον ὁ Ἕκτωρ κομίζω ·
1072910	tlg0591.1st1K001.1st1K-grc1	τὰ δὲ ὅπλα τάδε οὐκ ἂν ἀνέθεσαν τοῖς θεοῖς ἀλλ᾿ ἀπέκρυψαν, δεδιότες τόνδε τὸν ἀγαθὸν ἄνδρα, ὃς καὶ πρότερον ἱεροσυλήσας αὐτῶν το ἄγαλμα τῆς θεοῦ νύκτωρ ὥσπερ τι καλὸν ἐργασάμενος ἐπεδείκνυτο τοῖς Ἀχαιοῖς.	ὁ δέ ὅπλον ὅδε οὐ ἐάν ἀνατίθημι ὁ θεός  ἀποκρύπτω , δείδω ὅδε ὁ ἀγαθός ἀνήρ , ὅς καί πρότερος  αὐτός  ἄγαλμα ὁ  νύκτωρ ὥσπερ τι καλός  ἐπιδείκνυμι ὁ Ἀχαιός .
1072911	tlg0591.1st1K001.1st1K-grc1	κἀγὼ μὲν ἀξιῶ λαβεῖν ἵν᾿ ἀποδῶ τὰ ὅπλα τοῖς φίλοις, οὗτος δὲ ἵν᾿ ἀποδῶται, ἐπεὶ χρῆσθαί γε αὐτοῖς οὐκ ἂν τολμήσειε·	μέν ἀξιάω λαμβάνω  ἀποδέω ὁ ὅπλον ὁ φίλος , οὗτος δέ   , ἐπεί χράω2 γε αὐτός οὐ ἄν τολμάω ·
1072912	tlg0591.1st1K001.1st1K-grc1	δειλὸς γὰρ οὐδεὶς ἂν ἐπισήμοις ὅπλοις χρήσαιτο, εἰδὼς ὅτι τὴν δειλίαν αὐτοῦ ἐκφαίνει τὰ ὅπλα.	δειλός γάρ  ἄν ἐπίσημος ὅπλον χράομαι , οἶδα ὅτι2 ὁ δειλία αὐτός ἐκφαίνω ὁ ὅπλον .
