id	filename	tokens	lemmas
431177	tlg0643.opp003.1st1K-grc1	ΑΡΙΣΤΟΤΕΛΟΥΣ] ΙΑΤΡΙΚΩΝ ΜΕΝΩΝΕΙΩΝ FRAGMENTA RELIQUA I. Fragm.	.
431178	tlg0643.opp003.1st1K-grc1	V. Rose 335 Berol.	.
431179	tlg0643.opp003.1st1K-grc1	, 373 Lips.	,   .
431180	tlg0643.opp003.1st1K-grc1	Galenus in comm.	.
431181	tlg0643.opp003.1st1K-grc1	ad I Hipp.	.
431182	tlg0643.opp003.1st1K-grc1	de nat.	.
431183	tlg0643.opp003.1st1K-grc1	hom.	.
431184	tlg0643.opp003.1st1K-grc1	( XV 25sq.	(   sq .
431185	tlg0643.opp003.1st1K-grc1	K.):	) :
431186	tlg0643.opp003.1st1K-grc1	καὶ Θεόφρστος δ᾿ ἂν ἐν ταῖς τῶν Φθσικῶν δοξῶν ἐπιτομαῖς τὴν Ξενοφάνους δόξαν, εἴπερ οὕτως εἶχεν, ἐγεγράφει.	καί   ἄν ἐν ὁ ὁ    ὁ Ξενοφάνης δόξα , εἴπερ οὕτως ἔχω ,  .
431187	tlg0643.opp003.1st1K-grc1	καὶ σοι πάρεστιν, εἰ χαίροις τῇ περὶ τούτων ἱστορίᾳ, τὰς τοῦ Θεοφράστου βίβλους ἀναγῶναι, καθ’ ἃς τὴν ἐπιτομὴν ἐποιήσατο τῶν Φυσικῶν δοξῶν, ὥσπερ γε πάλιν εἰ τὰς τῶν παλαιῶν ἰατρῶν δόξας ἐθέλοις ἱστορῆσαι, πάρεστί σοι τὰς τῆς ἰατρικῆς συναγωγῆς ἀναγνῶναι βίβλους, ἐπιγεγραμμένας μὲν Ἀριστοτέλει, ὁμολογουμένας δὲ ὑπὸ τοῦ Μένωνος, ὃς ἦν μαθητὴς αὐτοῦ, γεγράφθαι, διὸ καὶ Μενώνεια προσαγορεύουσιν ἔνιοι ταυτὶ τὰ βιβλία.	καί  πάρειμι , εἰ χαίρω ὁ περί οὗτος ἱστορία , ὁ ὁ Θεόφραστος βύβλος  , κατά ὅς ὁ ἐπιτομή ποιέω ὁ   , ὥσπερ γε πάλιν εἰ ὁ ὁ παλαιός ἰατρός δοκέω ἐθέλω ἱστορέω , πάρειμι  ὁ ὁ ἰατρικός συναγωγή ἀναγιγνώσκω βύβλος ,  μέν Ἀριστοτέλης ,  δέ ὑπό ὁ Μένων , ὅς εἰμί μαθητής αὐτός , γράφω , διό καί  προσαγορεύω ἔνιοι οὗτος ὁ βιβλίον .
431188	tlg0643.opp003.1st1K-grc1	δῆλον δὲ ὅτι καὶ ὁ Μένων ἐκεῖνος, ἀναζητήσας ἐπιμελῶς τὰ διασῳζόμενα κατ' αὐτὸν ἔτι τῶν παλαιῶν ἰατρῶν βιβλία, τὰς δόξας αὐτῶν ἐκεῖθεν ἀνελέξατο.	δῆλος δέ ὅτι2 καί ὁ Μένων ἐκεῖνος , ἀναζητέω ἐπιμελής ὁ   αὐτός ἔτι ὁ παλαιός  βιβλίον , ὁ δόξα αὐτός ἐκεῖθεν  .
431189	tlg0643.opp003.1st1K-grc1	τῶν δ᾿ ἤδη διαφθαρμένων παντάπασιν, ἢ σῳζομένων μέν, οὐ θεωρηθέντων(?) δ᾿ αὐτῷ, τὰς γνώμας οὐκ ἠδύνατο γράψαι.	ὁ  ἤδη  παντάπασι , ἤ σῴζω μέν , οὐ θεωρέω ( ? )  αὐτός , ὁ γνώμη οὐ δύναμαι γράφω .
431190	tlg0643.opp003.1st1K-grc1	κατὰ ταῦτ᾿ οὖν τὰ βιβλία χολὴν ξανθὴν ἢ μέλαιναν ἢ φλέγμα στοιχεῖον ἀνθρώπου φύσεως οὐκ ἂν εὅροις οὀδ᾿ ὑφ’ ἑνὸς εἰρημένον, αἶμα δὲ καἲ τῶν μεθ’ Ἱπποκράτην φαίνονται πολλοὶ μόνον εἶναι νομίζοντες ἐν ἡμῖν, ὥστε καὶ τὴν πρώτην γένεσιν ἡμῶν ἐξ αὐτοῦ γίγνεθαι, καὶ τὴν μετὰ ταῦτα τὴν μήτραν αὔξησιν καὶ ἀποκυηθέντων τελείωσιν.	κατά  οὖν ὁ βιβλίον χολή ξανθός τίη μέλας ἤ φλέγμα στοιχεῖον ἄνθρωπος φύσις οὐ ἄν   ὑπό  λέγω ,  δέ  ὁ μετά Ἱπποκράτης φαίνω πολύς μόνος εἰμί νομίζω ἐν ἐγώ , ὥστε καί ὁ πρῶτος γένεσις ἐγώ ἐκ αὐτός  , καί ὁ μετά οὗτος ὁ μήτρα αὔξησις καί   .
431191	tlg0643.opp003.1st1K-grc1	II. R. 336B. 347 L.Laertius DiogenesV 61:	B.   Laertius  V  :
431192	tlg0643.opp003.1st1K-grc1	γεγόνασι δὲ Στρατωνες ὀκτώ·	γίγνομαι δέ  ὀκτώ ·
431193	tlg0643.opp003.1st1K-grc1	πρῶτος Ἱσοκράτους ἀκροατής·	πρῶτος   ·
431194	tlg0643.opp003.1st1K-grc1	δεύτερος αὐτὸς οὖτος philosophus.	δεύτερος αὐτός   .
431195	tlg0643.opp003.1st1K-grc1	τρίτος ἰατρός, μαθητὴς Ἐραστστράτου, ὡς δέ τινες, τρόφιμος,.	τρίτος ἰατρός , μαθητής  , ὡς δέ τις , τρόφιμος , .
431196	tlg0643.opp003.1st1K-grc1	.	.
431197	tlg0643.opp003.1st1K-grc1	.	.
431198	tlg0643.opp003.1st1K-grc1	ἕβδομος ἰατρὸς ἀρχαῖος ὡς Ἀριστοτέλης φησίν.	ἕβδομος ἰατρός ἀρχαῖος ὡς Ἀριστοτέλης φημί .
431199	tlg0643.opp003.1st1K-grc1	ΙΙΙ. R. 337B. 375 L.Plutarchus Quaest.	B.   Plutarchus  .
431200	tlg0643.opp003.1st1K-grc1	conviv.	.
431201	tlg0643.opp003.1st1K-grc1	VIII 9, 3 :	,
431202	tlg0643.opp003.1st1K-grc1	καὶ μὴν ἔν γε τοῖς Μενωνείοις σημεῖον ἡπατικοῦ πάθους ἀναγέγραπται τὸ τοὺς κατοικιδίους μῦς ἐπιμελῶς παραφυλάττειν καὶ διώκειν.	καί μήν ἐν γε ὁ  σημεῖον  πάθος ἀναγράφω ὁ ὁ   ἐπιμελής παραφυλάσσω καί διώκω .
431203	tlg0643.opp003.1st1K-grc1	IV. R. 339B. 377 L.Caelius Aurelianus acut.	B.   Caelius   .
431204	tlg0643.opp003.1st1K-grc1	morb.	.
431205	tlg0643.opp003.1st1K-grc1	II 13 ed.	.
431206	tlg0643.opp003.1st1K-grc1	Amman Amstel.	.
431207	tlg0643.opp003.1st1K-grc1	1722 p.	.
431208	tlg0643.opp003.1st1K-grc1	110:	:
431209	tlg0643.opp003.1st1K-grc1	hanc pleuritidemdefiniens primo De adiutoriis libro Aristoteles sic tradendam credidit.	definiens         .
431210	tlg0643.opp003.1st1K-grc1	‘ pleuritis, inquit, est liquidae materiae coactio sive densatio.’	,  ,       . ’
431211	tlg0643.opp003.1st1K-grc1	nec tamen disseruit,utrumne totius falsissimum, si quidem phlebotomati aegrotantes liquidum sanguinem redduntj, an vero particulae.	, utrumne   ,        ,    .
431212	tlg0643.opp003.1st1K-grc1	sed cum hoc tacuit, necessarium praetermisit.	,   .
431213	tlg0643.opp003.1st1K-grc1	V. R. 341B. 379 L.ESCOLAPIUSq.	B.   ESCOLAPIUS q .
431214	tlg0643.opp003.1st1K-grc1	d.	.
431215	tlg0643.opp003.1st1K-grc1	de morbisp.	p .
431216	tlg0643.opp003.1st1K-grc1	VIII( post Physicam Hildegardisetc.	(    etc .
431217	tlg0643.opp003.1st1K-grc1	ed.	.
431218	tlg0643.opp003.1st1K-grc1	lo.	.
431219	tlg0643.opp003.1st1K-grc1	Schottus Arg.	.
431220	tlg0643.opp003.1st1K-grc1	1533):	) :
431221	tlg0643.opp003.1st1K-grc1	iracundia irritantur melancholicicum mentis perversitate insaniunt, ut maniaci:	cum    ,   :
431222	tlg0643.opp003.1st1K-grc1	in vociferatione solum differunt Aristotele philosopho testante.	.
431223	tlg0643.opp003.1st1K-grc1	VL R. 340B. 378 L.Caelius Aue.	B.   Caelius  .
431224	tlg0643.opp003.1st1K-grc1	chronic.	.
431225	tlg0643.opp003.1st1K-grc1	morb.	.
431226	tlg0643.opp003.1st1K-grc1	I 5 ed.	.
431227	tlg0643.opp003.1st1K-grc1	Amman p.	.
431228	tlg0643.opp003.1st1K-grc1	336:	:
