id	filename	tokens	lemmas
764468	stoa0033a.tlg028.1st1K-grc1	ΠΕΡΙ ΚΟΣΜΟΥ ΠΡΟΣ ΑΛΕΞΑΝΔΡΟΝ.	.
764469	stoa0033a.tlg028.1st1K-grc1	ΠΟΛΛΑΚΙΣ μὲν ἔμοιγε θεῖόν τι καὶ δαιμόνιον ὄντως χρῆμα ὦ Ἀλέξανδρε ἡ φιλοσοφία ἔδοξεν εἶναι, μάλιστα δὲ ἐν οἷς μόνη διαραμένη πρὸς τὴν τῶν ὅλων θέαν ἐσπούδασε γνῶναι τὴν ἐν αὐτοῖς ἀλήθειαν, καὶ τῶν ἄλλων ταύτης ἀποστάντων διὰ τὸ ὕψος καὶ τὸ μέγεθος, αὕτη τὸ πρᾶγμα οὐκ ἔδεισεν οὐδ’ αὑτὴν τῶν καλλίστων ἀπηξίωσεν, ἀλλὰ καὶ συγγενεστάτην ἑαυτῇ καὶ μάλιστα πρέπουσαν ἐνόμισεν εἶναι τὴν ἐκείνων μάθησιν.	μέν  θεῖος  καί δαιμόνιος ὄντως χρῆμα ὦ Ἀλέξανδρος ὁ φιλοσοφία δοκέω εἰμί , μάλιστα δέ ἐν ὅς μόνος  πρός ὁ ὁ ὅλος θέα σπουδάζω γιγνώσκω ὁ ἐν αὐτός ἀλήθεια , καί ὁ  οὗτος ἀφίστημι διά ὁ ὕψος καί ὁ μέγεθος , οὗτος ὁ πρᾶγμα οὐ δείδω οὐδέ  ὁ καλός ἀπαξιόω , ἀλλά καί   καί μάλιστα πρέπω νομίζω εἰμί ὁ ἐκεῖνος μάθησις .
764470	stoa0033a.tlg028.1st1K-grc1	Ἐπειδὴ γὰρ οὐχ οἷόν τε ἦν τῷ σώματι εἰς τὸν οὐράνιον ἀφικέσθαι τόπον καὶ τὴν γῆν ἐκλιπόντα τὸν οὐράνιον ἐκεῖνον χῶρον κατοπτεῦσαι, καθάπερ οἱ ἀνόητοί ποτε ἐπενόουν Ἀλωάδαι, ἡ γοῦν ψυχὴ διὰ φιλοσοφίας, λαβοῦσα ἡγεμόνα τὸν νοῦν, ἐπεραιώθη καὶ ἐξεδήμησεν, ἀκοπίαστόν τινα ὁδὸν εὑροῦσα, καὶ τὰ πλεῖστον ἀλλήλων ἀφεστῶτα τοῖς τόποις τῇ διανοίᾳ συνεφρόνησε, ῥᾳδίως οἶμαι τὰ συγγενῆ γνωρίσασα, καὶ θείῳ ψυχῆς ὄμματι τὰ θεῖα καταλαβοῦσα, τοῖς τε ἀνθρώποις προφητεύουσα.	γάρ οὐ  τε εἰμί τῷ σῶμα εἰς ὁ οὐράνιος ἀφικνέομαι τόπος καί ὁ γῆ ἐκλείπω ὁ οὐράνιος ἐκεῖνος χῶρος κατοπτεύω , καθά ὁ  ποτε ἐπινοέω  , ὁ γοῦν ψυχή διά φιλοσοφία , λαμβάνω ἡγεμών ὁ νόος , περαιόω καί ἐκδημέω ,  τις ὁδός εὑρίσκω , καί ὁ πλεῖστος ἀλλήλων ἀφίστημι ὁ τόπος ὁ διάνοια  , ῥᾴδιος οἴομαι ὁ συγγενής γνωρίζω , καί θεῖος2 ψυχή ὄμμα ὁ θεῖος καταλαμβάνω , ὁ τε ἄνθρωπος προφητεύω .
764471	stoa0033a.tlg028.1st1K-grc1	Τοῦτοδ’ ἔπαθε, καθ’ ὅσον οἷόν τε ἦν, πᾶσιν ἀφθόνως μεταδοῦναι βουληθεῖσα τῶν παρ’ αὑτῇ τιμίων.	οὗτος δ’ πάσχω , κατά ὅσος  τε εἰμί , πᾶς ἄφθονος μεταδίδωμι βούλομαι ὁ παρά ἑαυτοῦ  .
764472	stoa0033a.tlg028.1st1K-grc1	Διὸ καὶ τοὺς μετὰ σπουδῆς διαγράψαντας ἡμῖν ἑνὸς τόπου φύσιν ἢ μιᾶς σχῆμα πόλεως ἢ ποταμοῦ μέγεθος ἢ ὄρους κάλλος, οἷά τινες ἤδη πεποιήκασι, φράζοντες οἱ μὲν τὴν Ὄσσαν, οἱ δὲ τὴν Νύσαν, οἱ δὲ τὸ Κωρύκιον ἄντρον, οἱ δὲ ὁτιοῦν ἔτυχε τῶν ἐπὶ μέρους, οἰκτίσειεν ἄν τις τῆς μικροψυχίας, τό τυχόντα ἐκπεπληγμένους καὶ μέγα φρονοῦντας ἐπὶ θεωρίᾳ μικρᾷ.	καί ὁ μετά σπουδή    τόπος φύσις τίη  σχῆμα πόλις ἤ ποταμός μέγεθος ἤ  κάλλος ,  τις ἤδη ποιέω , φράζω ὁ μέν ὁ Ὄσσα , ὁ δέ ὁ Νύση , ὁ δέ ὁ  ἄντρον , ὁ δέ ὁτιοῦν τυγχάνω ὁ ἐπί μέρος ,  ἄν τις ὁ μικροψυχία , ὁ τυγχάνω  καί μέγας φρονέω ἐπί θεωρία μικρός .
764473	stoa0033a.tlg028.1st1K-grc1	Τοῦτο δὲ πάσχουσι διὰ τὸ ἀθέατοι τῶν κρειττόνων εἶναι, κόσμου λέγω καὶ τῶν ἐν κόσμῳ μεγίστων οὐδέποτε γὰρ ἂν τούτοις γνησίως ἐπιστήσαντες ἐθαύμαζόν τι τῶν ἄλλων, ἀλλὰ πάντα αὐτοῖς τὰ ἄλλα μικρὰ κατεφαίνετο ἂν καὶ οὐδενὸς ἄξια πρὸς τὴν τούτων ὑπεροχήν.	οὗτος δέ πάσχω διά ὁ ἀθέατος ὁ  εἰμί , κόσμος λέγω καί ὁ ἐν κόσμος μέγας οὐδέποτε γάρ ἄν οὗτος γνήσιος ἐφίστημι θαυμάζω τι ὁ ἄλλος , ἀλλά πᾶς αὐτός ὁ ἄλλος  καταφαίνω ἐάν καί  ἄξιος πρός ὁ οὗτος ὑπεροχή .
764474	stoa0033a.tlg028.1st1K-grc1	Λέγωμεν δὴ ἡμεῖς, καὶ καθ’ ὅσον ἐφικτόν, θεολογῶμεν περὶ τούτων συμπάντων, ὡς ἕκαστον ἔχει φύσεως καὶ θέσεως καὶ κινήσεως.	δή  , καί κατά ὅσος  ,  περί οὗτος  , ὡς ἕκαστος ἔχω φύσις καί θέσις καί κίνησις .
764475	stoa0033a.tlg028.1st1K-grc1	Πρέπειν δὲ οἶμαί γε καὶ σοί, ὄντι ἡγεμόνων ἀρίστῳ, τὴν τῶν μεγίστων ἱστορίαν μετιέναι, φιλοσοφίᾳ τε μηδὲν μικρὸν ἐπινοεῖν, ἀλλὰ τοῖς τοιούτοις δώροις δεξιοῦσθαι τοὺς ἀρίστους.	δέ  γε καί  , εἰμί ἡγεμών ἄριστος , ὁ ὁ μέγας ἱστορία μέτειμι2 , φιλοσοφία τε  μικρός ἐπινοέω , ἀλλά ὁ τοιοῦτος δῶρον δεξιόομαι ὁ ἄριστος .
764476	stoa0033a.tlg028.1st1K-grc1	Κόσμος μὲν οὖν ἐστὶ σύστημα ἐξ οὐρανοῦ καὶ γῆς καὶ τῶν ἐν τούτοις περιεχομένων φύσεων.	κόσμος μέν οὖν εἰμί σύστημα ἐκ οὐρανός καί γῆ καί ὁ ἐν οὗτος περιέχω φύσις .
764477	stoa0033a.tlg028.1st1K-grc1	Λέγεται δὲ καὶ ἑτέρως κόσμος ἡ τῶν ὅλων τάξις τε καὶ διακόσμησις, ὑπὸ θεῶν τε καὶ διὰ θεῶν φυλαττομένη.	δέ καί ἕτερος κόσμος ὁ ὁ ὅλος τάξις τε καί διακόσμησις , ὑπό θεός τε καί διά θεός φυλάσσω .
764478	stoa0033a.tlg028.1st1K-grc1	Ταύτης δὲ τὸ μὲν μέσον, ἀκίνητόν τε ὂν καὶ ἑδραῖον, ἡ φερέσβιος εἴληχε γῆ, παντοδαπῶν ζῴων ἑστία τε οὖσα καὶ μήτηρ.	δέ ὁ μέν μέσος , ἀκίνητος τε εἰμί καί ἑδραῖος , ὁ φερέσβιος λαγχάνω γῆ , παντοδαπός ζῷον ἑστία τε εἰμί καί μήτηρ .
764479	stoa0033a.tlg028.1st1K-grc1	Τὸ δ’ ὕπερθεν αὐτῆς πᾶν τε καὶ πάντῃ πεπερατωμένον·	αὐτός πᾶς τε καί πᾶς  ·
764480	stoa0033a.tlg028.1st1K-grc1	ἧς τὸ ἀνωτάτω θεῶν οἰκητήριον οὐρανὸς ὠνόμασται·	ὅς ὁ ἄνω θεός οἰκητήριος οὐρανός ὀνομάζω ·
764481	stoa0033a.tlg028.1st1K-grc1	πλήρης δὲ ὢν σωμάτων θείων, ἃ δὴ καλεῖν ἄστρα εἰώθαμεν, κινούμενος κίνησιν ἀΐδιον, μιᾷ περιαγωγῇ καὶ κύκλῳ συναναχορεύει πᾶσα τούτοις ἀπαύστως δι’ αἰῶνος.	πλήρης δέ εἰμί σῶμα θεῖος , ὅς δή καλέω ἄστρον εἴωθα , κινέω κίνησις ἀΐδιος ,  περιαγωγή καί κύκλος  πᾶς οὗτος ἄπαυστος διά αἰών .
