id	filename	tokens	lemmas
259699	tlg0627.tlg024b.1st1K-grc1	ΠΕΡΙ ΦΥΣΙΟΣ ΠΑΙΔΙΟΥ.	.
259700	tlg0627.tlg024b.1st1K-grc1	12.	.
259701	tlg0627.tlg024b.1st1K-grc1	Ἢν ἡ γονὴ μείνῃ ἀπ’ ἀμφοῖν ἐν τῇσι μήτρῃσι τῆς γυναικὸς, πρῶτον μὲν μίσγεται ὁμοῦ, ἅτε τῆς γυναικὸς οὐκ ἀτρεμεούσης, καὶ ἀθροίζεται καὶ παχύνεται θερμαινομένη.	ὁ γονή  ἀπό ἄμφω ἐν ὁ μήτρα ὁ γυνή , πρῶτος μέν μείγνυμι ὁμοῦ , ἅτε ὁ γυνή οὐ  , καί ἀθροίζω καί παχύνω θερμαίνω .
259702	tlg0627.tlg024b.1st1K-grc1	Ἔπειτα πνεῦμα ἴσχει, ἅτε ἐν θερμῷ ἐοῦσα, ἔπειτα τῆς μητρὸς πνεούσης, ἔπειτα δὲ τοῦ πνεύματος ὅταν πλησθῇ, ὁδόν οἱ αὐτὸ ἑωυτῷ ἔξω ποιέει κατὰ μέσου τῆς γονῆς, ᾗ τὸ πνεῦμα ἔξεισιν·	ἔπειτα πνεῦμα ἴσχω , ἅτε ἐν θερμός εἰμί , ἔπειτα ὁ μήτηρ  , ἔπειτα δέ ὁ πνεῦμα ὅταν πίμπλημι , ὁδός ἕ αὐτός ἑαυτοῦ ἔξω ποιέω κατά  ὁ γονή , ὅς ὁ πνεῦμα ἔξειμι ·
259703	tlg0627.tlg024b.1st1K-grc1	ὅταν δὲ ὁδὸς γένηται τῷ πνεύματι ἔξω θερμῷ ἐόντι, αὖθις ἕτερον ψυχρὸν εἰσπνέει ἀπὸ τῆς μητρός·	ὅταν δέ ὁδός γίγνομαι τῷ πνεῦμα ἔξω θερμός εἰμί , αὖθις ἕτερος ψυχρός  ἀπό ὁ μήτηρ ·
259704	tlg0627.tlg024b.1st1K-grc1	καὶ τοῦτο ποιέει διὰ παντὸς τοῦ χρόνου.	καί οὗτος ποιέω διά πᾶς ὁ χρόνος .
259705	tlg0627.tlg024b.1st1K-grc1	Θερμαίνεται μὲν γὰρ ἅτε ἐν θερμῷ ἐοῦσα·	μέν γάρ ἅτε ἐν θερμός εἰμί ·
259706	tlg0627.tlg024b.1st1K-grc1	ψυχρὸν δὲ ἴσχει ἀπὸ τῆς μητρὸς πνεούσης·	ψυχρός δέ ἴσχω ἀπό ὁ μήτηρ  ·
259707	tlg0627.tlg024b.1st1K-grc1	πάντα δὲ ὁκόσα θερμαίνεται πνεῦμα ἴσχει.	πᾶς δέ ὁπόσος θερμαίνω πνεῦμα ἴσχω .
259708	tlg0627.tlg024b.1st1K-grc1	Τὸ δὲ πνεῦμα ῥήγνυσι καὶ ποιέει οἱ ὁδὸν αὐτὸ ἑωυτῷ καὶ χωρέει ἔξω·	δέ πνεῦμα ῥήγνυμι καί ποιέω ἕ ὁδός αὐτός ἑαυτοῦ καί χωρέω ἔξω ·
259709	tlg0627.tlg024b.1st1K-grc1	αὐτὸ δὲ τὸ θερμαινόμενον ἕλκει ἐς ἑωυτὸ αὖθις ἕτερον πνεῦμα ψυχρὸν διὰ τῆς ῥαγῆς, ἀφ’ οὗ τρέφεται.	αὐτός δέ ὁ  ἕλκω εἰς  αὖθις ἕτερος πνεῦμα ψυχρός διά ὁ  , ἀπό οὗ τρέφω .
259710	tlg0627.tlg024b.1st1K-grc1	Τοῦτο δὲ γίνεται καὶ ἐπὶ τῶν ξύλων καὶ ἐπὶ τῶν φύλων καὶ βρωτῶν καὶ ποτῶν ὁκόσα θερμαίνεται ἰσχυρῶς.	οὗτος δέ γίγνομαι καί ἐπί ὁ ξύλον καί ἐπί ὁ φῦλον καί βρωτός καί πότης ὁπόσος θερμαίνω ἰσχυρός .
259711	tlg0627.tlg024b.1st1K-grc1	Ἐννοῆσαι δὲ παρέξει ξύλα καιόμενα·	δέ παραξέω ξύλον καίω ·
259712	tlg0627.tlg024b.1st1K-grc1	ἅπαντα μὲν γὰρ τὰ ξύλα ποιήσει τοῦτο, μάλιστα δὲ τὰ ὑπόχλωρα·	ἅπας μέν γάρ ὁ ξύλον ποιέω οὗτος , μάλιστα δέ ὁ  ·
259713	tlg0627.tlg024b.1st1K-grc1	μεθίησι γὰρ κατὰ τὴν τομὴν πνεῦμα·	γάρ κατά ὁ τομή πνεῦμα ·
259714	tlg0627.tlg024b.1st1K-grc1	τὸ δὲ πνεῦμα ὁκόταν ἔξω χωρήσῃ, ἑλίσσεται περὶ τὴν τομήν·	ὁ δέ πνεῦμα  ἔξω χωρέω , ἑλίσσω περί ὁ τομή ·
259715	tlg0627.tlg024b.1st1K-grc1	καὶ τοῦτο γινόμενον ὁρέομεν ἀεί.	καί οὗτος  ὁράω ἀεί .
259716	tlg0627.tlg024b.1st1K-grc1	Δῆλος οὖν ὁ ἐκλογισμός ἐστι τοῦ πνεύματος, ὅτι ἐν τῷ ξύλῳ ἐὸν θερμὸν ἀντισπᾷ ἕτερον ψυχρὸν, ἀφ’ οὗ τρέφεται, ἐς ἑωυτὸ, καὶ ἀπὸ ἑωυτοῦ ἀφίησιν·	οὖν ὁ ἐκλογισμός εἰμί ὁ πνεῦμα , ὅτι2 ἐν ὁ ξύλον εἰμί θερμός  ἕτερος ψυχρός , ἀπό οὗ τρέφω , εἰς  , καί ἀπό ἑαυτοῦ  ·
259717	tlg0627.tlg024b.1st1K-grc1	εἰ μὲν γὰρ μὴ ἀντέσπα, οὐκ ἂν τὸ πνεῦμα εἱλίσσετο ἔξω ἰόν·	εἰ μέν γάρ   , οὐ ἄν ὁ πνεῦμα ἑλίσσω ἔξω ἰός ·
259718	tlg0627.tlg024b.1st1K-grc1	πᾶν γὰρ τὸ θερμὸν τῷ ψυχρῷ τρέφεται τῷ μετρίῳ·	πᾶς γάρ ὁ θερμός τῷ  τρέφω τῷ  ·
259719	tlg0627.tlg024b.1st1K-grc1	καὶ ὁκόταν διαθερμανθῇ τὸ ὑγρὸν τὸ ἐν τῷ ξύλῳ ἐνεὸν, πνεῦμα γενόμενον χωρέει ἔξω·	καί  διαθερμαίνω ὁ ὑγρός ὁ ἐν ὁ ξύλον  , πνεῦμα γίγνομαι χωρέω ἔξω ·
259720	tlg0627.tlg024b.1st1K-grc1	καὶ τῇδε ἐξιὸν ἔξω τὸ θερμὸν τὸ ἐν τῷ ξύλῳ ἐνεὸν ἀντισπᾷ ἕτερον ψυχρὸν, ἀφ’ οὗ τρέφεται.	καί ὅδε  ἔξω ὁ θερμός ὁ ἐν ὁ ξύλον   ἕτερος ψυχρός , ἀπό οὗ τρέφω .
