id	filename	tokens	lemmas
848089	tlg4102.tlgX03.opp-grc1	COD.	.
848090	tlg4102.tlgX03.opp-grc1	COISL.	.
848091	tlg4102.tlgX03.opp-grc1	224.	.
848092	tlg4102.tlgX03.opp-grc1	FoL.	.
848093	tlg4102.tlgX03.opp-grc1	334 r.	.
848094	tlg4102.tlgX03.opp-grc1	ἀποκαλγψισ Ἰησοῦ Χριστοῦ, ἢν ἔδωκεκ.	Ἰησοῦς Χριστός , ἐάν δίδωμι κ .
848095	tlg4102.tlgX03.opp-grc1	τ.	.
848096	tlg4102.tlgX03.opp-grc1	λ.	.
848097	tlg4102.tlgX03.opp-grc1	Ἀποκάλυψις ἐστὶν ἡ τῶν κρυπτῶν μυστηρίων δήλωσις καταυγαζομένου τοῦ ἡγεμονικοῦ τῆς ψυχῆς, εἴτε διὰ θείων ὀνειράτων, εἴτε καθ’ ὕπαρ ἐκ θείας ἐλλάμψεως.	εἰμί ὁ ὁ κρύπτης μυστήριον δήλωσις  ὁ ἡγεμονικός ὁ ψυχή , εἴτε διά θεῖος ὄνειρος , εἴτε κατά  ἐκ θεῖος  .
848098	tlg4102.tlgX03.opp-grc1	δοθῆναι δὲ τῷ Χριστῷ ταῦτα φησὶν, ἀνθρωπινώτερον μᾶλλον περὶ αὐτοῦ τὸν λόγον ποιούμενος.	δίδωμι δέ τῷ Χριστός οὗτος φημί ,  μᾶλλον περί αὐτός ὁ λόγος ποιέω .
848099	tlg4102.tlgX03.opp-grc1	ἐπείπερ ἐν τῷ Εὐαγγελίῳ τοῖς ὑψηλοῖς καὶ θεοπρεπέσιν ὑπὲρ πάντα ἐνδιέτριψε.	ἐν ὁ  ὁ  καί  ὑπέρ πᾶς ἐνδιατρίβω .
848100	tlg4102.tlgX03.opp-grc1	κἀνταῦθα δὲ διὰ τοῦ διακονοῦντος Ἀγγέλου καὶ τοῦ τῶν μανθανόντων δούλων ὀνόματος, τὸ τῆς θεότητος τοῦ Χριστοῦ ἐμφαίνει μέγεθος·	ἐνταῦθα δέ διά ὁ διακονέω  καί ὁ ὁ μανθάνω δοῦλος ὄνομα , ὁ ὁ θεότης ὁ Χριστός ἐμφαίνω μέγεθος ·
848101	tlg4102.tlgX03.opp-grc1	αὐτοῦ γὰρ δοῦλα τὰ σύμπαντα.	αὐτός γάρ δοῦλος ὁ σύμπας .
848102	tlg4102.tlgX03.opp-grc1	τὸ δὲ ἐν τάχει γενέσθαι σημαίνει, τὸ τινὰ μὲν τῶν παρὰ πόδας γενέσθαι τῆς περὶ αὐτῶν προρρήσεως, καὶ τὰ ἐπὶ συντελείᾳ δὲ μὴ βραδύνειν.	ὁ δέ ἐν τάχος γίγνομαι σημαίνω , ὁ  μέν ὁ παρά πούς γίγνομαι ὁ περί αὐτός πρόρρησις , καί ὁ ἐπί συντέλεια δέ μή βραδύνω .
848103	tlg4102.tlgX03.opp-grc1	“ διότι χίλια ἔτη παρὰ Θεῷ, ὡς ἡμέρα ἡ “ ἥτις διῆλθεν.	διότι χίλιοι ἔτος παρά  , ὡς ἡμέρα ὁ  ὅστις διέρχομαι .
848104	tlg4102.tlgX03.opp-grc1	” Καὶ ἐσήμανεν ἀποστείλας.	” καί  ἀποστέλλω .
848105	tlg4102.tlgX03.opp-grc1	Ὁ Χριστός μοι, φησὶν, ὡς δεσπότης ὡς οἰκείῳ δούλῳ δι’ Ἀγγέλου ταῦτα δεδήλωκε, τὴν εἰς αὐτὸν ὁμολογίαν μαρτυρήσαντι, ἐφ’ ᾧ διὰ τῶν ὁραθέντων διαμαρτύρασθαι καὶ κηρύξαι πρὸς ἐπιστροφὴν τῶν ἀκουόντων, τά τε ὄντα καὶ τοὺς ἀνθρώπους λανθάνοντα, τάτε ἔσεσθαι μέλλοντα·	Ὁ   , φημί , ὡς δεσπότης ὡς   διά  οὗτος δηλόω , ὁ εἰς αὐτός ὁμολογία μαρτυρέω , ἐπί ὅς διά ὁ ὁράω διαμαρτύρομαι καί κηρύσσω πρός ἐπιστροφή ὁ ἀκούω , ὁ τε ὄντα καί ὁ ἄνθρωπος λανθάνω ,  εἰμί μέλλω ·
848106	tlg4102.tlgX03.opp-grc1	προφητικῶς γὰρ ἑώρακεν ἀμφότερα·	γάρ ὁράω ἀμφότερος ·
848107	tlg4102.tlgX03.opp-grc1	τέρα·	·
848108	tlg4102.tlgX03.opp-grc1	καὶ δῆλον ἐκ τοῦ εἰρῆσθαι“ ἄτινά εἰσιν, καὶ ἃ χρὴ γενέσθαι.	καί δῆλος ἐκ ὁ λέγω “  εἰμί , καί ὅς χρή γίγνομαι .
